nama_asli,nama_kanonik,pendaftaran,sumber
MITRA TERBAIK NUSANTARA,MITRA TERBAIK NUSANTARA,1,pupuk
PT. Aneka Nutrisi Global Indonesia,PT. Aneka Nutrisi Global Indonesia,1,pupuk-legacy
CV.PRATAMA LESTARI,CV.PRATAMA LESTARI,1,pupuk
BARATAYUDA AGRO TANI,BARATAYUDA AGRO TANI,1,pupuk
SUMBER ALAM REJEKI,SUMBER ALAM REJEKI,1,pupuk
RJ MANDIRI,RJ MANDIRI,1,pupuk
PT PERSADA PUPUK INDONESIA,PT. Persada Pupuk Indonesia,1,pupuk
PT. Persada Pupuk Indonesia,PT. Persada Pupuk Indonesia,1,pupuk-legacy
TAN TJUN HOA/UD. NAGA MAS SAKTI,TAN TJUN HOA/UD. NAGA MAS SAKTI,1,pupuk
CV. Wahana Putra Mandiri,CV. Wahana Putra Mandiri,1,pupuk
AGRO RIZVIK PRADANA,AGRO RIZVIK PRADANA,1,pupuk
ULTRAMIC INDONESIA,ULTRAMIC INDONESIA,1,pupuk
SEMULUR JAYA MAKMUR,SEMULUR JAYA MAKMUR,1,pupuk
CV. INDO SAMADA,CV. INDO SAMADA,1,pupuk
BIO HARUN INDONESIA,BIO HARUN INDONESIA,1,pupuk
INAMAS ANUGERAH SEMESTA,INAMAS ANUGERAH SEMESTA,1,pupuk
TOKYO DELAPAN INDONESIA,TOKYO DELAPAN INDONESIA,1,pupuk
PLANTSAFE FERTILIZER INDONESIA,PT. PLANTSAFE FERTILIZER INDONESIA,1,pupuk
ALAMO GREENLIFE INTERNATIONAL,ALAMO GREENLIFE INTERNATIONAL,1,pupuk
INOVASI NAGA LAUT BIRU,INOVASI NAGA LAUT BIRU,1,pupuk
RICH DIGITAL NATURE,RICH DIGITAL NATURE,1,pupuk
MOZAIKS JAYA MAKMUR,MOZAIKS JAYA MAKMUR,1,pupuk
BERKAH FIQRI KERINCI,BERKAH FIQRI KERINCI,1,pupuk
AGRO MUSTIKA ABADI,AGRO MUSTIKA ABADI,1,pupuk
DAESANG INGREDIENTS INDONESIA,DAESANG INGREDIENTS INDONESIA,1,pupuk
DEDANDU UTAMA,DEDANDU UTAMA,1,pupuk
PADI DAMAI BALI,PADI DAMAI BALI,1,pupuk
INOVASI TANI ALHIDAYAH GORONTALO,INOVASI TANI ALHIDAYAH GORONTALO,1,pupuk
OMYA DISTRIBUTION INDONESIA,OMYA DISTRIBUTION INDONESIA,1,pupuk
SARI JAYA AGRO,SARI JAYA AGRO,1,pupuk
BADAN USAHA MILIK PETANI (BUMP) PT. PENGAYOM TANI SEJAGAD,BADAN USAHA MILIK PETANI (BUMP) PT. PENGAYOM TANI SEJAGAD,1,pupuk
IJO INOVASI INDONESIA,IJO INOVASI INDONESIA,1,pupuk
MITRA SABDA,MITRA SABDA,1,pupuk
AKHTARINDO CHEMICAL SPECIALIST,AKHTARINDO CHEMICAL SPECIALIST,1,pupuk
GLOBAL NUTRI AGRINUSA,GLOBAL NUTRI AGRINUSA,1,pupuk
CV. BERKAH MAKMUR NUSANTARA,CV. BERKAH MAKMUR NUSANTARA,1,pupuk
BUMI ASIH LELUHUR,BUMI ASIH LELUHUR,1,pupuk
PT. TANCIMAS WISIN JAYA,PT. TANCIMAS WISIN JAYA,1,pupuk
AGRO UNGGUL,AGRO UNGGUL,1,pupuk
AGAR SARI JAYA,AGAR SARI JAYA,1,pupuk
KOPERASI KONSUMEN KSM SEHAT SEJAHTERA,KOPERASI KONSUMEN KSM SEHAT SEJAHTERA,1,pupuk
TOMATEC INDONESIA,TOMATEC INDONESIA,1,pupuk
TRINITY MULTI,TRINITY MULTI,1,pupuk
BUMI NOTO ROGO,BUMI NOTO ROGO,1,pupuk
CV BINA AGRO JAYA MAKMUR,CV BINA AGRO JAYA MAKMUR,1,pupuk
SINAR MUTIARA GRESIK,SINAR MUTIARA GRESIK,1,pupuk
SUMBER INTI CEMERLANG,SUMBER INTI CEMERLANG,1,pupuk
ALAM PERKASA JAYA,ALAM PERKASA JAYA,1,pupuk
PT.CITRA GIZEL MANDIRI,PT.CITRA GIZEL MANDIRI,1,pupuk
JASA TANI SUBUR,JASA TANI SUBUR,1,pupuk
CAHAYA BARU,CAHAYA BARU,1,pupuk
PT. Trubus Mitra Swadaya,PT. Trubus Mitra Swadaya,1,pupuk-legacy
BUMI ALAM JATI,BUMI ALAM JATI,1,pupuk
ADHIESTA NUGRAHA,ADHIESTA NUGRAHA,1,pupuk
CV. Maju Dua Sahabat,CV. Maju Dua Sahabat,1,pupuk
NUVALA MAKMUR SEJAHTERA,NUVALA MAKMUR SEJAHTERA,1,pupuk
ARTHA MUARA FERTILIZER,ARTHA MUARA FERTILIZER,1,pupuk
CV. Mandiri Massadidu,CV. Mandiri Massadidu,1,pupuk
ANUGERAH TANI MAKMUR,CV. Anugerah Tani Makmur,1,pupuk
PLANET CHEMICALS,PLANET CHEMICALS,1,pupuk
ANUGRAH TUNAS MANDIRI,ANUGRAH TUNAS MANDIRI,1,pupuk
INSAN TANI MANDIRI,INSAN TANI MANDIRI,1,pupuk
NOGYO ALAM SWASTIKA,NOGYO ALAM SWASTIKA,1,pupuk
PT. DUWIPA AGRO PERSADA,PT. DUWIPA AGRO PERSADA,1,pupuk
KARYA KOMPOS ORGANIK,KARYA KOMPOS ORGANIK,1,pupuk
MANDALA AGRO MAKMUR,MANDALA AGRO MAKMUR,1,pupuk
CV. INDOZEZAR,CV. INDOZEZAR,1,pupuk
MUTIARA TIMUR GRESIK,MUTIARA TIMUR GRESIK,1,pupuk
PT Pupuk Agung Sentosa,PT Pupuk Agung Sentosa,1,pupuk
SAMRSAR,SAMRSAR,1,pupuk
THIA ORGANIK,THIA ORGANIK,1,pupuk
KARWALIP ROCHIS INDONESIA,KARWALIP ROCHIS INDONESIA,1,pupuk
BINANGUN GEMILANG SEMBADA,BINANGUN GEMILANG SEMBADA,1,pupuk
SAMBONG PUTRA MARGO UTOMO,SAMBONG PUTRA MARGO UTOMO,1,pupuk
NUSANTARA AGRO HAYATI,NUSANTARA AGRO HAYATI,1,pupuk
MAS LESTARI INDONESIA,MAS LESTARI INDONESIA,1,pupuk
TANIRA YASA UTAMA,TANIRA YASA UTAMA,1,pupuk
AGRO MAKMUR BERSAMA,AGRO MAKMUR BERSAMA,1,pupuk
WULAN PUPUK INDONESIA,WULAN PUPUK INDONESIA,1,pupuk
YUDHA PERDANA ANGESTI,PT. YUDHA PERDANA ANGESTI,1,pupuk
ENNO CORPORATION,ENNO CORPORATION,1,pupuk
ARGA TANI MANDIRI,ARGA TANI MANDIRI,1,pupuk
CARIU AGRO NATURA,CARIU AGRO NATURA,1,pupuk
RAJA BORNEO FARM,RAJA BORNEO FARM,1,pupuk
MINERINDO TRIFABUANA,MINERINDO TRIFABUANA,1,pupuk
LUAS ARUNG SEJAHTERA,LUAS ARUNG SEJAHTERA,1,pupuk
MITRA TANI MAKMUR,MITRA TANI MAKMUR,1,pupuk
PT SURYA JAYA PRAKARSA SELARAS,PT SURYA JAYA PRAKARSA SELARAS,1,pupuk
WAHANA ALAM INDONESIA,WAHANA ALAM INDONESIA,1,pupuk
CV. MEISA ADELIA PRIMA PRO,CV. MEISA ADELIA PRIMA PRO,1,pupuk
SUKA BUMI LESTARI,SUKA BUMI LESTARI,1,pupuk
PATAQU USAHA EXELEN,PATAQU USAHA EXELEN,1,pupuk
ANISA AGRO LESTARI,ANISA AGRO LESTARI,1,pupuk
KITA TUMBUH SUBUR,KITA TUMBUH SUBUR,1,pupuk
PT. Bahra Eco Semesta Tani,PT. Bahra Eco Semesta Tani,1,pupuk
UNIVERSAL BIOGRO AGRO,UNIVERSAL BIOGRO AGRO,1,pupuk
DIENG AGRO VANJAVA,DIENG AGRO VANJAVA,1,pupuk
BUMI SUBUR UTAMA,BUMI SUBUR UTAMA,1,pupuk
RAHMAD JAYA SANTOSO,RAHMAD JAYA SANTOSO,1,pupuk
CV. Baraya Maju Bersama,CV. Baraya Maju Bersama,1,pupuk
PANCARAN DARMA FARMINDO,PANCARAN DARMA FARMINDO,1,pupuk
MARGO UTOMO MULYO,MARGO UTOMO MULYO,1,pupuk
PT. LINGGA HSB ABADI,PT. LINGGA HSB ABADI,1,pupuk
PT. KAPUR PUTIH LAMPUNG,PT. KAPUR PUTIH LAMPUNG,1,pupuk
KERAMBITAN AGRO,KERAMBITAN AGRO,1,pupuk
SORIK ANGKOLA SINERGI,SORIK ANGKOLA SINERGI,1,pupuk
SUWARNADWIPA GREEN FERTILIZER,SUWARNADWIPA GREEN FERTILIZER,1,pupuk
MULIA SUKSES ABADI SENTOSA,MULIA SUKSES ABADI SENTOSA,1,pupuk
PT. ARYA SUPRA NUGRAHA,PT. ARYA SUPRA NUGRAHA,1,pupuk
EKADWI SELO UNGGUL,EKADWI SELO UNGGUL,1,pupuk
CV. KANA MAKMUR,CV. KANA MAKMUR,1,pupuk
AGROBION SEJAHTERA,AGROBION SEJAHTERA,1,pupuk
SEKAWAN JAYA BESTINDO,SEKAWAN JAYA BESTINDO,1,pupuk
NATURAL EVERGREEN ORGANIK,NATURAL EVERGREEN ORGANIK,1,pupuk
DINAR MULIA LESTARI,DINAR MULIA LESTARI,1,pupuk
PT. Amory Multi Quality,PT. Amory Multi Quality,1,pupuk
PT JAVA MINING FERTILIZO,PT JAVA MINING FERTILIZO,1,pupuk
TUMBUH SUBUR MAKMUR,TUMBUH SUBUR MAKMUR,1,pupuk
SUBUR INDO AMERTA,SUBUR INDO AMERTA,1,pupuk
BENGKEL MIMPI NUSANTARA,BENGKEL MIMPI NUSANTARA,1,pupuk
PT. SEKAWAN MAJU BERSAMA PRIMA,PT. SEKAWAN MAJU BERSAMA PRIMA,1,pupuk
SAKTI BERJAYA,SAKTI BERJAYA,1,pupuk
PT. Pupor Sejahtera Makmur,PT. Pupor Sejahtera Makmur,1,pupuk
MANDRAGUNA PUSAKA INDONESIA,MANDRAGUNA PUSAKA INDONESIA,1,pupuk
CV. AGRO BIO ORGANIK,CV. AGRO BIO ORGANIK,1,pupuk
ANTARES MULTI ENERGI,ANTARES MULTI ENERGI,1,pupuk
REZKY BERSAUDARA,REZKY BERSAUDARA,1,pupuk
KAMPAR SYNERGI ABADI,KAMPAR SYNERGI ABADI,1,pupuk
SINAR AGRI UTAMA,SINAR AGRI UTAMA,1,pupuk
PT. Berkah Indonesiaraya Sukses,PT. Berkah Indonesiaraya Sukses,1,pupuk
TOBA AGRO CHEMICAL,TOBA AGRO CHEMICAL,1,pupuk
AGRIVEST ALAM ASIA,AGRIVEST ALAM ASIA,1,pupuk
LAKSMANA MULIA SENTOSA,LAKSMANA MULIA SENTOSA,1,pupuk
PT. VIBEST SUKSES ABADI,PT. VIBEST SUKSES ABADI,1,pupuk
MUSTIKA TANAH NUSANTARA,MUSTIKA TANAH NUSANTARA,1,pupuk
AJE PRATAMA GEMILANG,AJE PRATAMA GEMILANG,1,pupuk
AGROSINDO UTAMA,AGROSINDO UTAMA,1,pupuk
CV. DUTA MAS PADJADJARAN,CV. DUTA MAS PADJADJARAN,1,pupuk
RESEP MAKMUR JAYA,RESEP MAKMUR JAYA,1,pupuk
CAHYA TANI INDONESIA,CAHYA TANI INDONESIA,1,pupuk
PUTRA PATIKALA MAJU,PUTRA PATIKALA MAJU,1,pupuk
PETRO PUPUK KIMIA,PETRO PUPUK KIMIA,1,pupuk
ANGSA MAS JAYA,ANGSA MAS JAYA,1,pupuk
PT. MANDALA PRATAMA NUSANTARA,PT. MANDALA PRATAMA NUSANTARA,1,pupuk
TRUBUS SWADAYA,TRUBUS SWADAYA,1,pupuk
ARFADA TIGAPUTRA BUDIWIBOWO,ARFADA TIGAPUTRA BUDIWIBOWO,1,pupuk
AZKA MANDIRI,AZKA MANDIRI,1,pupuk
ST. MANDIRI,ST. MANDIRI,1,pupuk
CV. SURYA INDAH MULIA,CV. SURYA INDAH MULIA,1,pupuk
CV . Berkah Tani Mandiri,CV . Berkah Tani Mandiri,1,pupuk
TRIJAVA MAJU BERSAMA,TRIJAVA MAJU BERSAMA,1,pupuk
BINA TANI MULIA,BINA TANI MULIA,1,pupuk
BERKAH TANI PERKASA,BERKAH TANI PERKASA,1,pupuk
GOPIN TEGAR ABADI,GOPIN TEGAR ABADI,1,pupuk
BAWANA INDO UNIVERSAL,BAWANA INDO UNIVERSAL,1,pupuk
PT. Bilquis Jaya Perkasa,PT. Bilquis Jaya Perkasa,1,pupuk
ECONOVA PRIMA INTERNATIONAL,ECONOVA PRIMA INTERNATIONAL,1,pupuk
GLORIENTA MINERAL PERKASA,GLORIENTA MINERAL PERKASA,1,pupuk
MARIO MARAJA,MARIO MARAJA,1,pupuk
AGRARIA SENTOSA NUSANTARA,AGRARIA SENTOSA NUSANTARA,1,pupuk
ERAKARYA PUPUK LESTARI,ERAKARYA PUPUK LESTARI,1,pupuk
BIO DEMETER SUBUR BERKAH,BIO DEMETER SUBUR BERKAH,1,pupuk
AMINDOWAY JAYA,AMINDOWAY JAYA,1,pupuk
PT. TEKNO INOVASI ASIA,PT. TEKNO INOVASI ASIA,1,pupuk
MAJULAH SOLUSI PARAGON,MAJULAH SOLUSI PARAGON,1,pupuk
PASCAL BIOTECH INDONESIA,PASCAL BIOTECH INDONESIA,1,pupuk
PT. Dewi Samudra Bumi Makmur,PT. Dewi Samudra Bumi Makmur,1,pupuk
GANCARGEMILANG JAYASAKTI,GANCARGEMILANG JAYASAKTI,1,pupuk
INOVASI JAYA ORGANIK,INOVASI JAYA ORGANIK,1,pupuk
LESAFFRE SARI NUSA,LESAFFRE SARI NUSA,1,pupuk
PUTRA ANANDIRI,PUTRA ANANDIRI,1,pupuk
MITRA AGRONIAGA NUSANTARA,MITRA AGRONIAGA NUSANTARA,1,pupuk
TION AGRO NUSANTARA,TION AGRO NUSANTARA,1,pupuk
ARTHA TANI UNGGUL,ARTHA TANI UNGGUL,1,pupuk
POESRI RAYA,POESRI RAYA,1,pupuk
PT. SINAR MAKMUR ORGANIK,PT. SINAR MAKMUR ORGANIK,1,pupuk
SETIA AGUNG SINERGI,SETIA AGUNG SINERGI,1,pupuk
KIMIA KARYANUSA CARAKA,KIMIA KARYANUSA CARAKA,1,pupuk
PT. WAHANA MAKMUR BERSAMA,PT. WAHANA MAKMUR BERSAMA,1,pupuk
ENVITEC MULTI INDONESIA,PT. ENVITEC MULTI INDONESIA,1,pupuk
PT. ENVITEC MULTI INDONESIA,PT. ENVITEC MULTI INDONESIA,1,pupuk-legacy
BERNIAGA SINERGI NUSANTARA,BERNIAGA SINERGI NUSANTARA,1,pupuk
BERDI ORGANIK INTERNASIONAL,BERDI ORGANIK INTERNASIONAL,1,pupuk
GOLDEN PLANTER INDONESIA,GOLDEN PLANTER INDONESIA,1,pupuk
MASARO SENTRA MAKMUR,MASARO SENTRA MAKMUR,1,pupuk
TUAH INDATU,TUAH INDATU,1,pupuk
LENTERA WIJAYA,LENTERA WIJAYA,1,pupuk
PONDOK PESANTREN ASSALAFIE,PONDOK PESANTREN ASSALAFIE,1,pupuk
CENTRAL INDO PRIMA GROUP,CENTRAL INDO PRIMA GROUP,1,pupuk
MULIA AGRO HAYATI,MULIA AGRO HAYATI,1,pupuk
CV. AGRO MITRA SEJAHTERA,CV. AGRO MITRA SEJAHTERA,1,pupuk
HAYATI FORTUNA INDONESIA,HAYATI FORTUNA INDONESIA,1,pupuk
PUPUK SUBURKAN NEGERI,PUPUK SUBURKAN NEGERI,1,pupuk
CV SUNDAG AGRO FERTILIZER,CV SUNDAG AGRO FERTILIZER,1,pupuk
KSM SEHAT SEJAHTERA,KSM SEHAT SEJAHTERA,1,pupuk
MUTIARA MAS,MUTIARA MAS,1,pupuk
DWI AGRO MANUNGGAL,DWI AGRO MANUNGGAL,1,pupuk
WAHANA ORGANIK MULIAJAYA,WAHANA ORGANIK MULIAJAYA,1,pupuk
ORSINIL INDO MITRA PATEN,ORSINIL INDO MITRA PATEN,1,pupuk
JAVA AGRO SEMESTA,JAVA AGRO SEMESTA,1,pupuk
BIOPOR SINERGY NUSANTARA,BIOPOR SINERGY NUSANTARA,1,pupuk
UDKHABI BUN NAJAR,UDKHABI BUN NAJAR,1,pupuk
KOPERASI JASA PUSLIT KELAPA SAWIT,KOPERASI JASA PUSLIT KELAPA SAWIT,1,pupuk
KURNIA AGRO LESTARI,KURNIA AGRO LESTARI,1,pupuk
RASYA RIZKI PRATAMA PHD,RASYA RIZKI PRATAMA PHD,1,pupuk
RAMIN MINERAL JAYA,RAMIN MINERAL JAYA,1,pupuk
ACE BIO CARE,ACE BIO CARE,1,pupuk
SALIMAS CITRA KENCANA,SALIMAS CITRA KENCANA,1,pupuk
PT. BAHAGIA JAYA INDO,PT. BAHAGIA JAYA INDO,1,pupuk
PT. Sinar Deli Mandiri,PT. Sinar Deli Mandiri,1,pupuk
JAGAD SUMBER MAKMUR,JAGAD SUMBER MAKMUR,1,pupuk
GERDU GENENG SIDAYU,GERDU GENENG SIDAYU,1,pupuk
POWER NIAGA SUKSES,POWER NIAGA SUKSES,1,pupuk
MITRA TANI SEMESTA,MITRA TANI SEMESTA,1,pupuk
PT. SEMERU JAYA GEMILANG,PT. SEMERU JAYA GEMILANG,1,pupuk
CV. Semangat Baru Agro,CV. Semangat Baru Agro,1,pupuk
SINAR AGRO MULTIHARA,SINAR AGRO MULTIHARA,1,pupuk
MIKHA TANINDO MAKMUR,MIKHA TANINDO MAKMUR,1,pupuk
PUPUK KARYA POLOWIJO,PUPUK KARYA POLOWIJO,1,pupuk
BERKAT HIJAU SUBUR MELIMPAH,BERKAT HIJAU SUBUR MELIMPAH,1,pupuk
SANYO TRADING INDONESIA,SANYO TRADING INDONESIA,1,pupuk
MAKMUR AGRISARANA,MAKMUR AGRISARANA,1,pupuk
AGRO ANDALAS JAYA,AGRO ANDALAS JAYA,1,pupuk
PT BERKAH MANDIRI SEJATI,PT BERKAH MANDIRI SEJATI,1,pupuk
SUBU GREEN INDONESIA,SUBU GREEN INDONESIA,1,pupuk
CV. MANDIRI PANGAN SEJAHTERA,CV. MANDIRI PANGAN SEJAHTERA,1,pupuk-legacy
CV.TRI MULTI DAYA.,CV.TRI MULTI DAYA.,1,pupuk-legacy
PT. AGRO BIO KEMINDO,PT. AGRO BIO KEMINDO,1,pupuk-legacy
PT PALMARIN AGRO INDONESIA,PT PALMARIN AGRO INDONESIA,1,pupuk-legacy
PT Kertopaten Agro Sejahtera,PT Kertopaten Agro Sejahtera,1,pupuk-legacy
PT BIOZYM PRATAMA,PT BIOZYM PRATAMA,1,pupuk-legacy
PT. Mega Tri Utama,PT. Mega Tri Utama,1,pupuk-legacy
PT. Agro Max Asia,PT. Agro Max Asia,1,pupuk-legacy
PT BIO PLANMATE INDONESIA,PT BIO PLANMATE INDONESIA,1,pupuk-legacy
CV. AGRO BISNIS INDONESIA,CV. AGRO BISNIS INDONESIA,1,pupuk-legacy
PT Ambagiri Nusantara,PT Ambagiri Nusantara,1,pupuk-legacy
PT. DRAGON PUPUK INDONESIA,PT. DRAGON PUPUK INDONESIA,1,pupuk-legacy
PT.Sumberaya Kendimasindo,PT.Sumberaya Kendimasindo,1,pupuk-legacy
CV. Sinar Agung,CV. Sinar Agung,1,pupuk-legacy
PT. MITOKU SUKSES MAKMUR,PT. MITOKU SUKSES MAKMUR,1,pupuk-legacy
PT Lautan Luas Tbk,PT Lautan Luas Tbk,1,pupuk-legacy
PT. Biotrack Technology Indonesia,PT. Biotrack Technology Indonesia,1,pupuk-legacy
PT PRIMA AGRO MANDIRI,PT PRIMA AGRO MANDIRI,1,pupuk-legacy
PT DOBEL F JAYA,PT DOBEL F JAYA,1,pupuk-legacy
CV. HERBASARI,CV. HERBASARI,1,pupuk-legacy
CV. Tani Hijau LestariI,CV. Tani Hijau LestariI,1,pupuk-legacy
PT.NOVELVAR,PT.NOVELVAR,1,pupuk-legacy
CV. Rahayu,CV. Rahayu,1,pupuk-legacy
PT. Kamar Maeso Harapan,PT. Kamar Maeso Harapan,1,pupuk-legacy
PT NUTRIMAS AGRO INDONESIA,PT NUTRIMAS AGRO INDONESIA,1,pupuk-legacy
CV. SURYA TANI TIMUR SANTOSA,CV. SURYA TANI TIMUR SANTOSA,1,pupuk-legacy
UD. Primaagro,UD. Primaagro,1,pupuk-legacy
Ud.sarana tani utama,Ud.sarana tani utama,1,pupuk-legacy
PT Arindo Utama Perkasa,PT Arindo Utama Perkasa,1,pupuk-legacy
CV. Tresno Bumi Lestari,CV. Tresno Bumi Lestari,1,pupuk-legacy
CV. Mega Organofertlizer,CV. Mega Organofertlizer,1,pupuk-legacy
PT. JNS Sejahtera Bersama,PT. JNS Sejahtera Bersama,1,pupuk-legacy
CV MULTIAGRO SARANA CEMERLANG,CV MULTIAGRO SARANA CEMERLANG,1,pupuk-legacy
CV. SASANDO,CV. SASANDO,1,pupuk-legacy
PT. DAMAI AGRO MANDIRI,PT. DAMAI AGRO MANDIRI,1,pupuk-legacy
PT. ENDRA TANI MAKMUR,PT. ENDRA TANI MAKMUR,1,pupuk-legacy
CV. Tunggal Tri Panca,CV. Tunggal Tri Panca,1,pupuk-legacy
CV SUKA AYU BIONITRAT,CV SUKA AYU BIONITRAT,1,pupuk-legacy
CV. Jago Jasa,CV. Jago Jasa,1,pupuk-legacy
PT. Harvest Ariake Indonesia,PT. Harvest Ariake Indonesia,1,pupuk-legacy
PT PUPUK NUTRIFIT INDONESIA,PT PUPUK NUTRIFIT INDONESIA,1,pupuk-legacy
U.D Daun Mas,U.D Daun Mas,1,pupuk-legacy
PT.Silva Tropika Kultura,PT.Silva Tropika Kultura,1,pupuk-legacy
PT. PERKEBUNAN NUSANTARA XI,PT. PERKEBUNAN NUSANTARA XI,1,pupuk-legacy
PT.BUMI TANI INDONESIA SEJAHTERA,PT.BUMI TANI INDONESIA SEJAHTERA,1,pupuk-legacy
PT Dwitama Agro Makmur,PT Dwitama Agro Makmur,1,pupuk-legacy
PT.Surya Agung Unggul,PT.Surya Agung Unggul,1,pupuk-legacy
PT. UMG INDONESIA,PT. UMG INDONESIA,1,pupuk-legacy
CV. CIPTO LANGGENG,CV. CIPTO LANGGENG,1,pupuk-legacy
CV MEGAH JAYA SEVENTIES,CV MEGAH JAYA SEVENTIES,1,pupuk-legacy
PT ELKABE BIOTEK INDONESIA,PT ELKABE BIOTEK INDONESIA,1,pupuk-legacy
CV. Mutiara Agro Persada,CV. Mutiara Agro Persada,1,pupuk-legacy
PT.Greenland Agrotech Industries,PT.Greenland Agrotech Industries,1,pupuk-legacy
PT CROP CHECK INDONESIA,PT CROP CHECK INDONESIA,1,pupuk-legacy
CV. Agro Lestari,CV. Agro Lestari,1,pupuk-legacy
CV. PANTRAS AGROLESTRI,CV. PANTRAS AGROLESTRI,1,pupuk-legacy
KOPERASI KARYAWAN RISPA MEDAN,KOPERASI KARYAWAN RISPA MEDAN,1,pupuk-legacy
CV. Duta Oreza Indonesia,CV. Duta Oreza Indonesia,1,pupuk-legacy
PT. AGRO PARKIM INDONESIA,PT. AGRO PARKIM INDONESIA,1,pupuk-legacy
CV. Agro Sumber Subur,CV. Agro Sumber Subur,1,pupuk-legacy
PT. INDUSTRI JAMU DAN FARMASI SIDO MUNCUL,PT. INDUSTRI JAMU DAN FARMASI SIDO MUNCUL,1,pupuk-legacy
CV RAJAWALI USAHA NABATI,CV RAJAWALI USAHA NABATI,1,pupuk-legacy
CV. TERUS JAYA PUTRA,CV. TERUS JAYA PUTRA,1,pupuk-legacy
CV Karsa Jaya,CV Karsa Jaya,1,pupuk-legacy
PT. Shiraishi Calcium Indonesia,PT. Shiraishi Calcium Indonesia,1,pupuk-legacy
CV. Citra Berlian,CV. Citra Berlian,1,pupuk-legacy
CV. PATIH GAJAH MADA,CV. PATIH GAJAH MADA,1,pupuk-legacy
CV. CONS PRIMA SENTOSA,CV. CONS PRIMA SENTOSA,1,pupuk-legacy
PT. INDOBAY BIO,PT. INDOBAY BIO,1,pupuk-legacy
CV. TUNAS HARAPAN,CV. TUNAS HARAPAN,1,pupuk-legacy
CV. Multi Guna,CV. Multi Guna,1,pupuk-legacy
CV. Fian Agro Industri,CV. Fian Agro Industri,1,pupuk-legacy
