nomor_pendaftaran,nama_produk,jenis_anomali,teks,keterangan
0420261477,BENTIOFLUMIN 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032022533,T823 P. Barrier,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
06090120093419,CONDITE 57 EC,kurung-bukan-dosis,ULV,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
06090120093419,CONDITE 57 EC,kurung-bukan-dosis,ULV,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
06090120093419,CONDITE 57 EC,kurung-bukan-dosis,Penyemprotan residual 10 ml/l s/d 4 minggu,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
06090120093419,CONDITE 57 EC,kurung-bukan-dosis,Fogging,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
06090120093419,CONDITE 57 EC,kurung-bukan-dosis,Fogging,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
06090120093419,CONDITE 57 EC,kurung-bukan-dosis,Penyemprotan residual 8 ml/l,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
06090120093419,CONDITE 57 EC,kurung-bukan-dosis,Penyemprotan residual 8 ml/l,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
06090120093419,CONDITE 57 EC,kurung-bukan-dosis,Thermal Fogging,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
06090120093419,CONDITE 57 EC,kurung-bukan-dosis,ULV,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
06090120093419,CONDITE 57 EC,kurung-bukan-dosis,Penyemprotan residual 4 ml/l s/d 4 minggu,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
06090120093419,CONDITE 57 EC,kurung-bukan-dosis,Fogging,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
06090120093419,CONDITE 57 EC,kurung-bukan-dosis,Fogging,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
0420231175,CHLORPYRIFOS 97 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01010120093527,BUZZER 500 EC,dosis-bentrok,"kolom=""1,5 - 2 ml/l"" kurung=""0,5 - 2 ml/l""","Komoditas ""Cabai"", OPT ""Spodoptera litura"". Kolom yang dipakai."
01040120155355,GIBGRO PANEN 20 SP,kadar-kolom-bukan-angka,"0,75 g/ 10 l (30, 40, 50, dan 60 HST)","satuanPestisida=""-""; ditolak: satuan-terlalu-panjang. Teksnya dipertahankan pada dosis_teks."
0420221061,BARUCHEM 95% TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042009244,GLYPHOSATE 95 TC,kadar-kolom-bukan-angka,-,"satuanPestisida=""g/l""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
01030120258763,DRACOR 70 WP,kurung-bukan-dosis,"2,25 - 3,75 kgha",Ditolak: satuan-tanpa-garis-miring.
01030120258763,DRACOR 70 WP,kurung-bukan-dosis,"2,25 - 3,75 kgha",Ditolak: satuan-tanpa-garis-miring.
01030120258763,DRACOR 70 WP,kurung-bukan-dosis,"2,25 - 3,75 kgha",Ditolak: satuan-tanpa-garis-miring.
01030120258763,DRACOR 70 WP,kurung-bukan-dosis,"2,25 - 3,75 kgha",Ditolak: satuan-tanpa-garis-miring.
032022522,TABARAK 360 EC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042019725,Proxel GXL,kadar-kolom-bukan-angka,-,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
032025608,Racumin Rice Bait 0.0375 RB,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
031998114,VAPE MAT E,kurung-bukan-dosis,Product export,Tidak berbentuk angka + satuan; dibiarkan sebagai keterangan.
042018636,SEA-NINE™ 211 (N) Antifouling Agent,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01120120103663,"BENMATI 0,005 BB",kadar-kolom-bukan-angka,umpan siap pakai,"satuanPestisida=""""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420261519,PICOXYSTROBIN 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042020862,ACTICIDE BW 20,kurung-bukan-dosis,2H,Ditolak: satuan-tanpa-garis-miring.
0420241359,EMAMEKTIN BENZOAT 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231263,BIOX AM138,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032026649,MARGEN 400/60 SL,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032024567,VAPE 0.11 MC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231226,FLUCHLORAMINOPYR-TEFURYL 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231208,PREVENTOL D 6,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241340,METHOMYL 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231259,PYRIPROXYFEN 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231229,GLUFOSINATE-AMMONIUM 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221041,"2,4-D 98 TC",entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
06080120114186,VAPE 40 ST,kadar-kolom-bukan-angka,Siap pakai (mg/pc),"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
06080120114186,VAPE 40 ST,kadar-kolom-bukan-angka,Siap pakai (mg/pc),"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420231241,Proxel BZ Plus Preservative,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0101011982535,Dharmasan 600 EC,dosis-bentrok,"kolom=""1,5 ml/l"" kurung=""1,55 ml/l""","Komoditas ""Tebu"", OPT ""Chilo auricilius"". Kolom yang dipakai."
06090120083246,ALTRINE 30 EC,baris-bukan-nama-ilmiah,Kalimat peringatan:,Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120083246,ALTRINE 30 EC,baris-bukan-nama-ilmiah,Tidak boleh digunakan oleh,Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120083246,ALTRINE 30 EC,baris-bukan-nama-ilmiah,"perorangan, hanya digunakan",Baris ke-4 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120083246,ALTRINE 30 EC,baris-bukan-nama-ilmiah,oleh petugas Dinas Kesehatan/,Baris ke-5 pada latinHamaKomoditas; tidak dijadikan OPT.
06090120083246,ALTRINE 30 EC,baris-bukan-nama-ilmiah,pest control,Baris ke-6 pada latinHamaKomoditas; tidak dijadikan OPT.
01040120248626,GIBEL 20 SP,baris-bukan-nama-ilmiah,"jumlah anakan, jumlah umbi, dan",Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
01040120248626,GIBEL 20 SP,baris-bukan-nama-ilmiah,bobot umbi,Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
06080120227322,"KINGKONG 0,068 MC",kadar-kolom-bukan-angka,Pembakaran,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
06080120227322,"KINGKONG 0,068 MC",kadar-kolom-bukan-angka,Pembakaran,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
042020829,TRIADIMEFON 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241357,CHLORFENAPYR 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042019770,NITENPYRAM 97 TC,kadar-kolom-bukan-angka,-,"satuanPestisida=""ml/l""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
01040120196556,MENSAE 14 SL,kadar-kolom-bukan-angka,"3 ml/10 L air (4, 5, 6, 7 dan 8 MST)","satuanPestisida=""-""; ditolak: satuan-terlalu-panjang. Teksnya dipertahankan pada dosis_teks."
042017462,ROCIMA™ 363 Biocide,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032018424,BLAX 100 SC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042011280,IPA GLIFOSAT 62 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032019463,ADVANTAGE 3.2 GR,kadar-kolom-bukan-angka,-,"satuanPestisida=""g/l""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
042018532,GLYPHOSATE 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032015359,OCTAVE 250 EC,kadar-kolom-bukan-angka,-,"satuanPestisida=""g/l""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420221100,INDOXACARB 80 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042021973,"2,4-D 98 TC",kadar-kolom-bukan-angka,-,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
01040120103700,AJIB,baris-bukan-nama-ilmiah,"meningkatkan tinggi tanaman,",Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
01040120103700,AJIB,baris-bukan-nama-ilmiah,"jumlah anakan, jumlah umbi/tanaman,",Baris ke-3 pada latinHamaKomoditas; tidak dijadikan OPT.
01040120103700,AJIB,baris-bukan-nama-ilmiah,"bobot 10 umbi/g, hasil/tanaman (g),",Baris ke-4 pada latinHamaKomoditas; tidak dijadikan OPT.
01040120103700,AJIB,baris-bukan-nama-ilmiah,hasil/petak (kg) dan hasil/ha (kg/ha),Baris ke-5 pada latinHamaKomoditas; tidak dijadikan OPT.
01040120103700,AJIB,baris-bukan-nama-ilmiah,"(150 - 200 ml/ha,",Baris ke-6 pada latinHamaKomoditas; tidak dijadikan OPT.
01040120103700,AJIB,baris-bukan-nama-ilmiah,2 dan 4 minggu setelah tanam,Baris ke-7 pada latinHamaKomoditas; tidak dijadikan OPT.
01040120103700,AJIB,baris-bukan-nama-ilmiah,),Baris ke-8 pada latinHamaKomoditas; tidak dijadikan OPT.
01040120186067,PRONASOL 50 SC,baris-bukan-nama-ilmiah,"0,0075 ml/l (40 & 60 HST)",Baris ke-2 pada latinHamaKomoditas; tidak dijadikan OPT.
032020496,CARBOFURAN 10 GR,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241339,METOMIL 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231219,AMETRIN 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042018635,ROZONE™ LES 1920J Microbicide,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420261491,CleanBioTM - Zinc,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251475,SynaPic 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042018542,PERMETHRIN 92 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251395,DIFENOCONAZOLE 96 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241287,PROPIKONAZOL 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042016378,PARAKUAT DIKLORIDA 42 TC,kadar-kolom-bukan-angka,Izin tetap ulang bahan teknis,"satuanPestisida=""""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
032022520,Motive 462.5 EC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01040120186188,GROWTONE 3.75 SP,kadar-kolom-bukan-angka,1,"satuanPestisida=""g/10 ml air u/150 stek pucuk krisan""; ditolak: satuan-terlalu-panjang. Teksnya dipertahankan pada dosis_teks."
0420261497,ACTICIDE IFL 3,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030120227579,RAVEGA 865 SL,dosis-bentrok,"kolom=""2,5 – 3,5 l/ha"" kurung=""2,5 - 3 l/ha""","Komoditas ""Budidaya karet (TBM)"", OPT ""Mikania micrantha"". Kolom yang dipakai."
0420251439,PREVENTOL D 7,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251389,PREVENTOL BM 5,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241283,NAPHTHALENEACETIC ACID 87 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251397,PERMETHRIN 94 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420261502,DIAZINON 96 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231198,PARAQUAT DICHLORIDE 42 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032010229,TERMIDOR 100 SC,kadar-kolom-bukan-angka,tidak tersedia untuk ekspor,"satuanPestisida=""""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420241362,INDOXACARB 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01030119931099,RUMPAS 110 EW,dosis-bentrok,"kolom=""2 ml/l"" kurung=""0,5-1,5 ml/l""","Komoditas ""Bawang merah"", OPT ""Digitaria adcendens"". Kolom yang dipakai."
01030120259185,CBA BEST 150 SL,kurung-bukan-dosis,1-5 - 3 l/ha,Ditolak: satuan-diawali-bukan-huruf.
01030120259185,CBA BEST 150 SL,kurung-bukan-dosis,1-5 - 3 l/ha,Ditolak: satuan-diawali-bukan-huruf.
01030120259185,CBA BEST 150 SL,kurung-bukan-dosis,1-5 - 3 l/ha,Ditolak: satuan-diawali-bukan-huruf.
01030120259185,CBA BEST 150 SL,kurung-bukan-dosis,1-5 - 3 l/ha,Ditolak: satuan-diawali-bukan-huruf.
01030120259185,CBA BEST 150 SL,kurung-bukan-dosis,1-5 - 3 l/ha,Ditolak: satuan-diawali-bukan-huruf.
01030120259185,CBA BEST 150 SL,kurung-bukan-dosis,1-5 - 3 l/ha,Ditolak: satuan-diawali-bukan-huruf.
01030120259185,CBA BEST 150 SL,kurung-bukan-dosis,1-5 - 3 l/ha,Ditolak: satuan-diawali-bukan-huruf.
0420261496,Acticide BAC 50M,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042019766,METHOMYL 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420221016,CYPERMETHRIN 92% TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042021959,INDOXACARB 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420231183,GLYPHOSATE 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032024552,COLLIS 100/200 SC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032024570,BENEVIA 300 OD,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251441,PREVENTOL BM 75,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01040120083138,MADGIB 20 TB,kadar-kolom-bukan-angka,"7,5 g/ha/aplikasi (30, 50 dan 70 HST)","satuanPestisida=""-""; ditolak: satuan-terlalu-panjang. Teksnya dipertahankan pada dosis_teks."
0420221048,FLUMIOXAZIN 98 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241347,PREVENTOL A 14-D,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241273,CLOTHIANIDIN,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042020893,SPINOSAD 92 TC,kadar-kolom-bukan-angka,Izin tetap ulang bahan teknis,"satuanPestisida=""%""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
032025594,PARA SPECIAL 250 SL*,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042018580,NEOLONE™ 950 Preservative,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032025612,BASTA 204 SL,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420251424,Pyrazosulfuron-ethyl 97 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
01020120114103,ACAPELA SYSTEM 200/80 SC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042021987,PARAQUAT DICHLORIDE 42 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
06080120259315,VAPE 0.265 AE,kadar-kolom-bukan-angka,siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
06080120259315,VAPE 0.265 AE,kadar-kolom-bukan-angka,siap pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420241372,PREVENTOL BIT 20 N,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042018597,FENTIN ASETAT 95 TC,kadar-kolom-bukan-angka,izin tetap ulang bahan teknis,"satuanPestisida=""""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
04110120196403,Woodshield Universal Clear 2 ME,kadar-kolom-bukan-angka,"0,25 1/6 m2","satuanPestisida=""-""; ditolak: satuan-diawali-bukan-huruf. Teksnya dipertahankan pada dosis_teks."
032025592,METHOMYL 200 SL,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042018567,LAMBDA CYHALOTHRIN 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241358,D-ALLETHRIN 93 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
0420241298,"2,4-D ISOPROPILAMINA 60 TC",entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
06080120124264,VAPE 0.9 AE,kadar-kolom-bukan-angka,Siap Pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
06080120124264,VAPE 0.9 AE,kadar-kolom-bukan-angka,Siap Pakai,"satuanPestisida=""-""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
032025637,NANOK 250 SC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
042017478,ACTICIDE ® BAC 80,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032016381,LOYANT 25 EC,kadar-kolom-bukan-angka,Untuk pendaftaran ekspor,"satuanPestisida=""""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
042018566,KLOTIANIDIN 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
032020483,RIPCORD 100 EC,kadar-kolom-bukan-angka,tidak tersedia untuk ekspor,"satuanPestisida=""""; ditolak: tidak-cocok-pola. Teksnya dipertahankan pada dosis_teks."
0420231249,FIPRONIL 95 TC,entri-tanpa-sasaran,,Seluruh medan sasaran kosong — lazim pada bahan teknis (TC) yang didaftarkan tanpa penggunaan berlabel.
