nama_produk,nomor_pendaftaran,jenis_pestisida,bentuk_formulasi,bahan_aktif,pemegang_pendaftaran,jenis_perseroan,perihal,bidang_penggunaan,komoditas_sasaran,tanggal_terbit,tanggal_berakhir,jml_perubahan_nama,jml_perubahan_pemegang,jml_perluasan,id,bahan_aktif_json,komoditas_json
TAMABAS 500 EC,01010120083228,Insektisida,racun kontak berbentuk pekatan yang dapat diemulsikan,Fenobukarb (BPMC) 500 g/l,SARI KRESNA KIMIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Ganjil,,Padi; Cabai,2023-02-08,2028-02-08,0,0,0,ba8ae925-fb40-41b3-9ad5-6855824b0521,"[{""namaBahan"": ""Fenobukarb (BPMC)"", ""kadarBahan"": ""500"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Fenobukarb (BPMC)"", ""kadarBahan"": ""500"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Fenobukarb (BPMC)"", ""kadarBahan"": ""500"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Fenobukarb (BPMC)"", ""kadarBahan"": ""500"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Fenobukarb (BPMC)"", ""kadarBahan"": ""500"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Fenobukarb (BPMC)"", ""kadarBahan"": ""500"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""hama belalang"", ""namaKomoditas"": ""Padi"", ""kadarPestisida"": ""2"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Oxya sp.""}, {""hamaKomoditas"": ""wereng coklat"", ""namaKomoditas"": ""Padi"", ""kadarPestisida"": ""0,5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Nilaparvata lugens""}, {""hamaKomoditas"": ""ulat grayak"", ""namaKomoditas"": ""Cabai"", ""kadarPestisida"": ""3"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Spodotera litura""}]"
AGAREL 500/55 EC,01010120155325,Insektisida,"racun
kontak, lambung, dan
pernafasan berbentuk
pekatan yang dapat
diemulsikan",Sipermetrin 55 g/l; Klorpirifos 500 g/l,AGRO GUNA MAKMUR,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Genap,,Cabai,2026-01-20,2031-01-20,0,0,0,baa7af84-ca84-493f-8181-513a6a3100d8,"[{""namaBahan"": ""Sipermetrin"", ""kadarBahan"": ""55"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Klorpirifos"", ""kadarBahan"": ""500"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": "" Kutu daun"", ""namaKomoditas"": "" Cabai"", ""kadarPestisida"": ""1,5"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Myzus persicae ""}]"
RINEGAN 300 SL,01030120134623,Herbisida,kontak purna tumbuh berbentuk larutan dalam air,Parakuat diklorida 300 g/l,FORAGRO MAJU SEJAHTERA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Genap,,Kelapa sawit (TBM),2023-08-28,2028-08-28,0,1,0,baae3d46-36fd-4794-975c-15f1e0a421ef,"[{""namaBahan"": ""Parakuat diklorida"", ""kadarBahan"": ""300"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""gulma berdaun lebar"", ""namaKomoditas"": ""Kelapa sawit (TBM)"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Mikania micrantha (0,75-1,5 l/ha)""}, {""hamaKomoditas"": ""gulma berdaun lebar"", ""namaKomoditas"": ""Kelapa sawit (TBM)"", ""kadarPestisida"": ""0,75 - 1,5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Borreria alata (0,75-1,5 l/ha)""}, {""hamaKomoditas"": ""gulma golongan rumput"", ""namaKomoditas"": ""Kelapa sawit (TBM)"", ""kadarPestisida"": ""0,75 - 1,5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Paspalum conjugatum (0,75-1,5 l/ha)""}]"
HOPPER 500 EC,01010120083340,Insektisida,racun kontak berbentuk pekatan yang dapat diemulsikan,BPMC 500 g/l,BIOTIS AGRINDO,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Genap,,Jagung; Padi; Kedelai,2023-04-26,2028-04-26,0,0,0,bab8aedf-22a9-4549-b1a5-db8d85994790,"[{""namaBahan"": ""BPMC"", ""kadarBahan"": ""500"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""BPMC"", ""kadarBahan"": ""500"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""Belalang"", ""namaKomoditas"": ""Jagung"", ""kadarPestisida"": ""3"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Oxya chinensis (3 ml/l)""}, {""hamaKomoditas"": ""Penggerek tongkol"", ""namaKomoditas"": ""Jagung"", ""kadarPestisida"": ""1,5"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Heliothis armigera (1,5 ml/l)""}, {""hamaKomoditas"": ""wereng batang coklat"", ""namaKomoditas"": ""Padi"", ""kadarPestisida"": ""1"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Nilaparvata lugens (1 ml/l)""}, {""hamaKomoditas"": ""Walang sangit"", ""namaKomoditas"": ""Padi"", ""kadarPestisida"": ""1.125"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Leptocorisa oratorius (1,125 ml/l)""}, {""hamaKomoditas"": ""Penggerek polong"", ""namaKomoditas"": ""Kedelai"", ""kadarPestisida"": ""2"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Etiella zinckenella (2 ml/l)""}, {""hamaKomoditas"": ""Lalat bibit"", ""namaKomoditas"": ""Kedelai"", ""kadarPestisida"": ""2"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Ophiomya phaseoli (2 ml/l)""}]"
DEVACLO 15 WP,01040120227294,Zat Pengatur Tumbuh Tanaman,Zat pengatur tumbuh tanaman berbentuk tepung yang dapat disuspensikan,paklobutrazol 15 %,NUSA NUR AGRO,CV.,Pestisida Sintetik - Permohonan Izin Tetap Baru Pestisida Alami,Pengelola Tanaman,"Bawang Merah (Meningkatkan jumlah daun, hasil tanaman, hasil/petak, hasil/ha)",2022-06-27,2027-06-27,0,0,0,babc50f7-3bf8-45b3-b89b-d8165c84d68c,"[{""namaBahan"": ""paklobutrazol"", ""kadarBahan"": ""15"", ""satuanBahan"": ""%""}, {""namaBahan"": ""paklobutrazol"", ""kadarBahan"": ""15"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": ""meningkatkan tinggi tanaman, jumlah daun, jumlah anakan, bobot 10 umbi, hasil tanaman"", ""namaKomoditas"": ""Bawang Merah (Meningkatkan jumlah daun, hasil tanaman, hasil/petak, hasil/ha)"", ""kadarPestisida"": ""0.6"", ""satuanPestisida"": ""g/l"", ""latinHamaKomoditas"": ""-""}]"
MANDALIKA 350 EC,01010120206840,Insektisida,"racun kontak dan
lambung berbentuk pekatan
yang dapat diemulsikan",Klorfenapir 350 g/l,DA MING INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Ganjil,,Bawang Merah,2025-07-11,2030-07-11,0,0,0,bac277c9-4c3f-4590-a44f-e9dc3c49beee,"[{""namaBahan"": ""Klorfenapir"", ""kadarBahan"": ""350"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""Pengorok daun"", ""namaKomoditas"": ""Bawang Merah"", ""kadarPestisida"": ""1"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Liriomyza chinensis""}]"
NANOK 250 SC,032025637,Fungisida,pekatan suspensi,Azoksistrobin 125 g/l; Flutriafol 125 g/l,BINA GUNA KIMIA,PT.,Pestisida Alami - Permohonan Izin Tetap Baru Ekspor,,,2026-01-20,2031-01-20,0,0,0,bac35600-49c0-4907-aecd-7b64a024b98f,"[{""namaBahan"": ""Azoksistrobin"", ""kadarBahan"": ""125"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Flutriafol"", ""kadarBahan"": ""125"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": """", ""namaKomoditas"": """", ""kadarPestisida"": """", ""satuanPestisida"": null, ""latinHamaKomoditas"": """"}]"
K-ODIAM 50 SC,01020120227430,Fungisida,sistemik yang bersifat protektif dan kuratif berbentuk pekatan suspensi,Heksakonazol 50 g/l,HANEARL SCIENCE INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Umum,Pengelola Tanaman,Bawang merah:,2022-10-04,2027-10-04,0,0,0,bac494da-ead6-4378-bd39-6ce16d5eae33,"[{""namaBahan"": ""Heksakonazol"", ""kadarBahan"": ""50"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Heksakonazol"", ""kadarBahan"": ""50"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Heksakonazol"", ""kadarBahan"": ""50"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""penyakit bercak ungu "", ""namaKomoditas"": ""Bawang merah:"", ""kadarPestisida"": ""1,875"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Alternaria porri""}]"
PROVISTAR PRIME 12/15 WP,01020120269450,Fungisida,yang bersifat protektif dan kuratif berbentuk tepung yang dapat disuspensikan,dimetomorf 12 %; simoksanil 15 %,DELTA CHEMICA,CV.,Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Umum,Pengelola Tanaman,Kentang,2026-04-20,2031-04-20,0,0,0,bacedc10-cab8-4f50-9b06-af79a85f8ddb,"[{""namaBahan"": ""dimetomorf"", ""kadarBahan"": ""12"", ""satuanBahan"": ""%""}, {""namaBahan"": ""simoksanil"", ""kadarBahan"": ""15"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": ""penyakit hawar daun"", ""namaKomoditas"": ""Kentang"", ""kadarPestisida"": ""1.5"", ""satuanPestisida"": ""g/l"", ""latinHamaKomoditas"": ""Phytophthora infestans""}]"
FUFE 0.19/0.01 GR,01030120259063,Herbisida,sistemik pratumbuh dan purnatumbuh berbentuk butiran,mefenacet 0.19 %; metil bensulfuron 0.01 %,TANGGUH AGRO NUSA INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Umum,Pengelola Tanaman,Budidaya padi sawah:,2025-11-13,2030-11-13,0,0,0,bae781ea-b396-4d24-9a65-8f430f3dabe6,"[{""namaBahan"": ""mefenacet"", ""kadarBahan"": ""0.19"", ""satuanBahan"": ""%""}, {""namaBahan"": ""metil bensulfuron"", ""kadarBahan"": ""0.01"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Budidaya padi sawah:"", ""kadarPestisida"": ""15 - 30"", ""satuanPestisida"": ""kg/ha"", ""latinHamaKomoditas"": "" Leptochloa chinensis\n""}, {""hamaKomoditas"": ""Gulma berdaun lebar "", ""namaKomoditas"": ""Budidaya padi sawah:"", ""kadarPestisida"": ""15 - 30"", ""satuanPestisida"": ""kg/ha"", ""latinHamaKomoditas"": "" Ludwigia octovalvis\n""}, {""hamaKomoditas"": ""Gulma berdaun lebar "", ""namaKomoditas"": ""Budidaya padi sawah:"", ""kadarPestisida"": ""15 - 30"", ""satuanPestisida"": ""kg/ha"", ""latinHamaKomoditas"": "" Monochoria vaginalis\n""}, {""hamaKomoditas"": ""Gulma berdaun lebar "", ""namaKomoditas"": ""Budidaya padi sawah:"", ""kadarPestisida"": ""15 - 30"", ""satuanPestisida"": ""kg/ha"", ""latinHamaKomoditas"": "" Limnocharis flava\n""}, {""hamaKomoditas"": ""Teki"", ""namaKomoditas"": ""Budidaya padi sawah:"", ""kadarPestisida"": ""15 - 30"", ""satuanPestisida"": ""kg/ha"", ""latinHamaKomoditas"": ""Cyperus iria""}]"
ACTICIDE ® BAC 80,042017478,Bakterisida,,alkyl methyl benzyl ammonium chloride 80 %,TRITUNGGAL ARTHAMAKMUR,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Bahan Teknis,,,2022-06-27,2027-06-27,0,0,0,baf124c2-ee8a-4746-a909-ff7c1615366f,"[{""namaBahan"": ""alkyl methyl benzyl ammonium chloride"", ""kadarBahan"": ""80"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": """", ""namaKomoditas"": """", ""kadarPestisida"": """", ""satuanPestisida"": null, ""latinHamaKomoditas"": """"}]"
DOBELMAN 36/18 EC,01010120144980,Insektisida,"racun kontak dan 
lambung berbentuk pekatan 
yang dapat diemulsikan",Abamektin 36 g/l; Imidakloprid 18 g/l,RIA INDO AGRI,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Genap,,Cabai,2024-09-19,2029-09-19,0,0,0,bb03f77d-31fc-42ec-b7c1-b1e75a289b34,"[{""namaBahan"": ""Abamektin"", ""kadarBahan"": ""36"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Imidakloprid"", ""kadarBahan"": ""18"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""hama trips"", ""namaKomoditas"": ""Cabai"", ""kadarPestisida"": ""1 "", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Thrips parvispinus \n""}]"
RODEX 0.005 BB,07120120103682,Rodentisida,"antikoagulan
berupa umpan siap
pakai berbentuk blok",Bromadiolone 0.005 %,BIOTEK SARANATAMA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Ganjil,,Bangunan bukan perumahan,2026-01-20,2031-01-20,0,0,0,bb06b80b-a1d2-4a0b-a53a-4303f9513395,"[{""namaBahan"": ""Bromadiolone"", ""kadarBahan"": ""0.005"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": ""Tikus Rumah"", ""namaKomoditas"": ""Bangunan bukan perumahan"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Rattus rattus tanezumi\n""}]"
KAREBOSI 303 SL,01030120238143,Herbisida,kontak purna tumbuh berbentuk larutan dalam air,Parakuat diklorida 303 g/l,TIGA MUARA EMAS MAKMUR,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Terbatas,Pengelola Tanaman,Budidaya padi sawah  (TOT),2024-03-05,2029-03-05,0,0,0,bb0cb9c8-7e6b-4448-8b9d-943d56690625,"[{""namaBahan"": ""Parakuat diklorida"", ""kadarBahan"": ""303"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Budidaya padi sawah  (TOT)"", ""kadarPestisida"": ""1 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Echinochloa crus-galli""}, {""hamaKomoditas"": ""Gulma golongan rumput"", ""namaKomoditas"": ""Budidaya padi sawah  (TOT)"", ""kadarPestisida"": ""1 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Leersia hexandra""}, {""hamaKomoditas"": ""Teki"", ""namaKomoditas"": ""Budidaya padi sawah  (TOT)"", ""kadarPestisida"": ""1 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Cyperus iria""}, {""hamaKomoditas"": ""Gulma berdaun lebar "", ""namaKomoditas"": ""Budidaya padi sawah  (TOT)"", ""kadarPestisida"": ""1 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Ludwigia octovalvis""}, {""hamaKomoditas"": ""Gulma berdaun lebar "", ""namaKomoditas"": ""Budidaya padi sawah  (TOT)"", ""kadarPestisida"": ""1 - 3"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Monochoria vaginalis""}]"
ARENDI 20/10 WP,01030120227491,Herbisida,Herbisida sistemik pra dan purna tumbuh berbentuk tepung yang dapat disuspensikan,Etil pirazosulfuron 10 %; Natrium bispiribak 20 %,ADVANSIA INDOTANI,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Umum,Pengelola Tanaman,Padi Sawah (Tapin),2022-12-05,2027-12-05,0,0,0,bb0eefde-fb1d-474b-9121-135bf80b1484,"[{""namaBahan"": ""Etil pirazosulfuron"", ""kadarBahan"": ""10"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Natrium bispiribak"", ""kadarBahan"": ""20"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Etil pirazosulfuron"", ""kadarBahan"": ""10"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Natrium bispiribak"", ""kadarBahan"": ""20"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": ""Gulma berdaun lebar "", ""namaKomoditas"": ""Padi Sawah (Tapin)"", ""kadarPestisida"": ""75 - 100"", ""satuanPestisida"": ""g/ha"", ""latinHamaKomoditas"": ""Ludwigia octovalvis 75 - 100 g/ha""}, {""hamaKomoditas"": ""Gulma berdaun lebar "", ""namaKomoditas"": ""Padi Sawah (Tapin)"", ""kadarPestisida"": ""75 - 100"", ""satuanPestisida"": ""g/ha"", ""latinHamaKomoditas"": ""Marsilea crenata  75 - 100 g/ha""}, {""hamaKomoditas"": ""Gulma berdaun lebar "", ""namaKomoditas"": ""Padi Sawah (Tapin)"", ""kadarPestisida"": ""75 - 100"", ""satuanPestisida"": ""g/ha"", ""latinHamaKomoditas"": ""Alternanthera piloxeroides 75 - 100 g/ha""}, {""hamaKomoditas"": ""Gulma berdaun lebar "", ""namaKomoditas"": ""Padi Sawah (Tapin)"", ""kadarPestisida"": ""75 - 100"", ""satuanPestisida"": ""g/ha"", ""latinHamaKomoditas"": ""Monochoria vaginalis 75 - 100 g/ha""}, {""hamaKomoditas"": ""Teki"", ""namaKomoditas"": ""Padi Sawah (Tapin)"", ""kadarPestisida"": ""75 - 100"", ""satuanPestisida"": ""g/ha"", ""latinHamaKomoditas"": ""Cyperus iria 75 - 100 g/ha""}, {""hamaKomoditas"": ""Teki"", ""namaKomoditas"": ""Padi Sawah (Tapin)"", ""kadarPestisida"": ""75 - 100"", ""satuanPestisida"": ""g/ha"", ""latinHamaKomoditas"": ""Fimbristylis miliacea 75 - 100 g/ha""}, {""hamaKomoditas"": ""Gulma golongan rumput "", ""namaKomoditas"": ""Padi Sawah (Tapin)"", ""kadarPestisida"": ""75 - 100"", ""satuanPestisida"": ""g/ha"", ""latinHamaKomoditas"": ""Echinochloa crus-galli 75 - 100 g/ha""}]"
PYRU Gly 480 SL,01030120237924,Herbisida,sistemik purna tumbuh berbentuk larutan dalam air,isopropil amina glifosat 480 g/l,MULTI AGRO JAYA UTAMA,CV.,Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Umum,Pengelola Tanaman,Budidaya kelapa sawit (TM),2023-08-28,2028-08-28,0,0,0,bb13094a-9795-42ab-ab7b-23fa895e9e36,"[{""namaBahan"": ""isopropil amina glifosat"", ""kadarBahan"": ""480"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""gulma golongan rumput"", ""namaKomoditas"": ""Budidaya kelapa sawit (TM)"", ""kadarPestisida"": ""1.5 - 2,5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Ottochloa nodosa (1,5 - 2,5 l/ha)""}, {""hamaKomoditas"": ""gulma golongan rumput"", ""namaKomoditas"": ""Budidaya kelapa sawit (TM)"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Imperata cylindrica (1,5 - 2,5 l/ha)""}, {""hamaKomoditas"": ""gulma golongan rumput"", ""namaKomoditas"": ""Budidaya kelapa sawit (TM)"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Axonopus compressus (1,5 - 2,5 l/ha)""}, {""hamaKomoditas"": ""gulma berdaun lebar "", ""namaKomoditas"": ""Budidaya kelapa sawit (TM)"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Chromolaena odorata (1,5 - 2,5 l/ha)""}, {""hamaKomoditas"": ""gulma berdaun lebar "", ""namaKomoditas"": ""Budidaya kelapa sawit (TM)"", ""kadarPestisida"": ""1.5 - 2,5"", ""satuanPestisida"": ""l/ha"", ""latinHamaKomoditas"": ""Borreria alata (1,5 - 2,5 l/ha)""}, {""hamaKomoditas"": ""gulma berdaun lebar "", ""namaKomoditas"": ""Budidaya kelapa sawit (TM)"", ""kadarPestisida"": """", ""satuanPestisida"": ""-"", ""latinHamaKomoditas"": ""Commelina benghalensis (1,5 - 2,5 l/ha)""}]"
ZINCKOL 70/6 WP,01020120186000,Fungisida,yang bersifat protektif dan kontak berbentuk tepung yang dapat disuspensikan,Propineb 70 %; Simoksanil 6 %,SANTANI SEJAHTERA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Ganjil,,Kentang,2022-12-05,2027-12-05,0,1,0,bb14bbc1-6ef6-48cb-8104-d65c2402e86f,"[{""namaBahan"": ""Propineb "", ""kadarBahan"": ""70"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Propineb "", ""kadarBahan"": ""70"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Simoksanil"", ""kadarBahan"": ""6"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Simoksanil"", ""kadarBahan"": ""6"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Simoksanil"", ""kadarBahan"": ""6"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Propineb "", ""kadarBahan"": ""70"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Propineb "", ""kadarBahan"": ""70"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Simoksanil"", ""kadarBahan"": ""6"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Propineb "", ""kadarBahan"": ""70"", ""satuanBahan"": ""%""}, {""namaBahan"": ""Simoksanil"", ""kadarBahan"": ""6"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": ""penyakit busuk daun"", ""namaKomoditas"": ""Kentang"", ""kadarPestisida"": ""1,5"", ""satuanPestisida"": ""g/l"", ""latinHamaKomoditas"": ""Phytophthora infestans""}]"
LOYANT 25 EC,032016381,Herbisida,berbentuk pekatan yang dapat diemulsikan,Benzil florpirauksifen (Florpyrauxifen-benzyl) 25 g/l,CORTEVA AGRISCIENCE MANUFACTURING INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Ekspor,,Untuk pendaftaran ekspor,2025-11-13,2030-11-13,0,0,0,bb2556fe-a49f-43e7-b929-15c90a4fb60b,"[{""namaBahan"": ""Benzil florpirauksifen (Florpyrauxifen-benzyl)"", ""kadarBahan"": ""25"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""Untuk pendaftaran ekspor"", ""namaKomoditas"": ""Untuk pendaftaran ekspor"", ""kadarPestisida"": ""Untuk pendaftaran ekspor"", ""satuanPestisida"": null, ""latinHamaKomoditas"": ""Untuk pendaftaran ekspor""}]"
KLOTIANIDIN 95 TC,042018566,Insektisida,Larutan,clotianidine 95 %,SOLO LOGO INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Bahan Teknis,,,2023-04-26,2028-04-26,0,0,0,bb269c66-1a36-4a76-845b-723af439560c,"[{""namaBahan"": ""clotianidine"", ""kadarBahan"": ""95"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": """", ""namaKomoditas"": """", ""kadarPestisida"": """", ""satuanPestisida"": null, ""latinHamaKomoditas"": """"}]"
SKAUS 80/160 SC,01020120145107,Fungisida,sitemik yang bersifat protektif dan kuratif berbentuk pekatan suspensi,Tebukonazol 160 g/l; Azoksistrobin 80 g/l,ALBAUGH AGRO INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Genap,,Padi,2024-11-18,2029-11-18,0,0,0,bb444df6-27e7-46e6-ae9f-c9904922719b,"[{""namaBahan"": ""Tebukonazol"", ""kadarBahan"": ""160"", ""satuanBahan"": ""g/l""}, {""namaBahan"": ""Azoksistrobin"", ""kadarBahan"": ""80"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""penyakit blas"", ""namaKomoditas"": ""Padi"", ""kadarPestisida"": ""2"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Pyricularia oryzae""}]"
andaVit 20/5 WP,01040120248452,Zat Pengatur Tumbuh Tanaman,berbentuk tepung yang dapat  disuspensikan,asam giberelat 20 %; 6-benzilaminopurin 5 %,ANDAFA AGRO INDO,PT.,Pestisida Sintetik - Permohonan Izin Tetap Baru Pestisida Alami,Pengelola Tanaman,Bawang merah,2024-11-18,2029-11-18,0,0,0,bb52f4cb-62a2-4614-97de-a5ec80395378,"[{""namaBahan"": ""asam giberelat"", ""kadarBahan"": ""20"", ""satuanBahan"": ""%""}, {""namaBahan"": ""6-benzilaminopurin "", ""kadarBahan"": ""5"", ""satuanBahan"": ""%""}]","[{""hamaKomoditas"": """", ""namaKomoditas"": ""Bawang merah "", ""kadarPestisida"": ""2"", ""satuanPestisida"": ""gr/ 10 l air"", ""latinHamaKomoditas"": ""Meningkatkan tinggi tanaman,jumlah daun, jumlah anakan,jumlah umbi per tanaman,bobot umbi basah per tanaman,bobot umbi kering per tanaman,bobot umbi basah per petak,dan bobot umbi kering per petak""}]"
RIPCORD 100 EC,032020483,Insektisida,berbentuk pekatan yang dapat diemulsikan,Cypermethrin 100 g/l,BASF INDONESIA,PT.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Ekspor,,tidak tersedia untuk ekspor,2025-11-13,2030-11-13,0,1,0,bb5ec411-346f-4273-a94c-8525518a6512,"[{""namaBahan"": ""Cypermethrin "", ""kadarBahan"": ""100"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""tidak tersedia untuk ekspor"", ""namaKomoditas"": ""tidak tersedia untuk ekspor"", ""kadarPestisida"": ""tidak tersedia untuk ekspor"", ""satuanPestisida"": null, ""latinHamaKomoditas"": ""tidak tersedia untuk ekspor""}]"
ICHIBAN 250 EC,01010120072665,Insektisida,"racun kontak, lambung dan pernafaan berbentuk pekatan yang dapat diemulsikan",klorpirifos 250 g/l,ABADI JAYA,CV.,Pestisida Sintetik - Permohonan Izin Tetap Ulang Ganjil,,Cabai,2022-10-04,2027-10-04,0,0,0,bb61f146-0845-40d4-9053-359ae0d8e1f9,"[{""namaBahan"": ""klorpirifos"", ""kadarBahan"": ""250"", ""satuanBahan"": ""g/l""}]","[{""hamaKomoditas"": ""ulat grayak"", ""namaKomoditas"": ""Cabai"", ""kadarPestisida"": ""1"", ""satuanPestisida"": ""ml/l"", ""latinHamaKomoditas"": ""Spodoptera litura""}]"
