merk_dagang,nomor_pendaftaran,pemegang_pendaftaran,jenis_pupuk,bentuk_formula,tipe_permohonan,tgl_terbit,tgl_berakhir,jumlah_perubahan,product_id,perusahaan_id
YIELDER,01.01.2022.1517,JAWA AGRINDO INTERNASIONAL,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Ulang Ganjil,2022-10-20,2027-10-20,0,772a55eb-0356-4e4d-8e69-caf4b3e52ec3,bf9cad1e-81fd-4bff-adb8-8a5453507530
Converta- NPK,03.02.2025.63,BIO NUSA LESTARI,Hayati Majemuk,Cair (Liquid),Pendaftaran Baru,2024-12-16,2029-12-16,0,77327405-a173-4954-97ec-df6d114adbec,7aeacefe-7b0a-4fd2-bbc1-26571e1cefd3
PROFTAM,03.02.2024.85,POMAL BEKA MANDIRI,Hayati Majemuk,Cair (Liquid),Pendaftaran Ulang Ganjil,2024-03-07,2029-03-07,0,77396323-84e1-483a-ab8a-1e092b4aa8d6,c66d9869-5e82-4d21-9fd2-5cdb5e27b4f9
SELARAS ULTIMATE,02.03.2023.1012,ESTU SEBA AGRINUSA,Pupuk Organik,Tepung (Powder),Pendaftaran Baru,2023-07-04,2028-07-04,0,773bf8cf-a7a2-4444-a868-829b39419330,bbfa94d2-37ab-4491-b06e-3d9bda85f54a
MIKROHARA,01.03.2023.971,KRISTALINDO KARUNIA INTERNASIONAL,,Tepung (Powder),Pendaftaran Ulang Ganjil,2023-03-31,2028-03-31,1,77440e3f-d74e-4dac-a53c-261b9b6f0b2d,b89d74a9-2a30-4e97-8bc6-436af649095f
BINTANG TANI,01.01.2023.1534,PUPUT TANI MANDIRI,,Butiran (Granular),Pendaftaran Baru,2023-07-25,2028-07-25,0,776c0759-cf28-42d9-bd15-9b1868353ebd,912fad15-eef9-4303-9ad3-5336e0fd468b
GREEN-TAMA,01.02.2021.766,UD Primagro,"Pupuk Hara Makro Majemuk
",Cair (Liquid),Pendaftaran Ulang Ganjil,2021-07-07,2026-07-07,0,776e365f-5590-4a7a-ae85-3c806533b971,baac0661-9be3-424a-bc02-ddb660bcb827
KEBOMAS,01.01.2022.1246,PETROKIMIA GRESIK,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Ulang Genap,2022-08-25,2027-08-25,0,77827a92-cd1d-4c66-8817-da37ac7c6f4b,3c5752ce-3f32-4537-8e7a-beb109499f5a
AGROVITA TOP ,01.02.2021.955,RAJA GROUP INDONESIA,,Cair (Liquid),Pendaftaran Baru,2021-11-16,2026-11-16,1,778a3c8b-836a-4e1b-93cf-2fe99b3d5d08,5712eb69-03e4-4e93-9a88-bae5658d92ee
NUTRISHOOT,02.02.2026.18,CENTRA BIOTECH INDONESIA,Pupuk Organik,Cair (Liquid),Pendaftaran Baru,2025-12-22,2030-12-22,0,7799ee7d-5233-48e9-b9e3-58f347ce32f9,09254dce-0b6b-4d2d-bf6e-39a3cde25c25
MUZEO,04.01.2024.35,MUTIARA ZIOSOVIQ,Zeolit,Butiran (Granular),Pendaftaran Baru,2023-11-15,2028-11-15,0,77ab6ecb-2bc5-446f-9f0c-d02002b17acb,b451aead-af16-4816-a25f-e19239aad771
MUKTI HASIL,02.03.2024.519,PT. CIPTA AGRIFARMERINDO,Pupuk Organik,Tepung (Powder),Pendaftaran Ulang Ganjil,2024-08-14,2029-08-14,0,77afaa35-8e4c-48c8-8c96-3b5dcaaebf57,da638275-ed49-472e-84be-b3b4f523b471
PALMO,01.01.2022.552,SARASWANTI ANUGERAH MAKMUR,,Butiran (Granular),Pendaftaran Baru,2022-01-31,2027-01-31,1,77b85f49-cc7a-4923-9bfe-5cdbe9f82d55,967cd363-b7d3-4db1-8f41-9cf78bbf91b2
Mahkota Fertilizer,01.01.2022.1491,WILMAR CHEMICAL INDONESIA,,Butiran (Granular),Pendaftaran Ulang Ganjil,2022-10-12,2027-10-12,0,77cdb8ec-bc58-419e-b04e-75d8c9466b8c,1511917e-254d-426d-a2db-e9a2e78efbb2
SPEEDGRO ,01.01.2021.800,MAJU MAKMUR UTOMO,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Ulang Ganjil,2021-07-16,2026-07-16,0,77d326c2-0b0c-4d2b-993c-a08b75d9218a,8ecd40c8-d272-453f-9337-1958de3d86f7
NOVA,01.08.2023.1108,NAKULA AGRI JAYA,,Bentuk Lainnya,Pendaftaran Baru,2023-04-10,2028-04-10,1,77d900e7-18e2-413d-9d9c-c549f974eba0,dca60dc5-ce65-4b97-8f1b-9929943619a2
PHONSKA,01.01.2024.261,PETROKIMIA GRESIK,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2024-02-29,2029-02-28,0,77de6272-5dd6-4a85-84b2-f30bc9a397a4,3c5752ce-3f32-4537-8e7a-beb109499f5a
RAWAG,01.03.2023.2257,RAMBATE RATAHAYU,"Pupuk Hara Makro Majemuk
",Tepung (Powder),Pendaftaran Baru,2023-10-30,2028-10-30,0,77f46cb6-25c5-4a42-99a5-1a58d0c7a3b7,4f3083ae-4dfe-4e1b-808a-fe84c6556c0e
Thoyyibatun,02.02.2023.756,BINTANG MARGOMULYA ORGANIK,Pupuk Organik,Cair (Liquid),Pendaftaran Baru,2023-03-18,2028-03-18,0,77f7df13-b11c-479a-aa96-bc8f949af5c7,a3c5260a-a744-48ca-9679-0eef471d9239
CAKRA PANDAWA,01.01.2026.378,FERTILIZER INTI TECHNOLOGY,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2026-03-17,2031-03-17,0,78137b46-f679-4f0b-91b2-6b377c0c6b8c,9fe2f917-990c-4ad0-8a64-5e8dec6358ef
M-21,04.02.2023.897,BAKTI ALAM NUSANTARA,Organik,Cair (Liquid),Pendaftaran Baru,2023-05-05,2028-05-05,0,78202c36-934b-4b7a-8b5e-55ac266b4c48,8bf8a523-4a6c-4d36-9401-f064e2a96f25
MAXXI AGRI IMUNIZER,02.02.2024.569,MAXXI AGRI INDONESIA,Pupuk Organik,Cair (Liquid),Pendaftaran Baru,2024-10-22,2029-10-22,0,7825b1ac-f2b9-499d-a03e-8ec11d0a2941,0d1a7e37-1aa7-4046-a28f-86e4b51d6a40
Kubantu,03.02.2021.401,SERUNIANDAL CITRA MANDIRI,Hayati Majemuk,Cair (Liquid),Pendaftaran Baru,2021-05-19,2026-05-19,0,7832a64b-5041-4bf4-9a6b-f4b304cc1c4d,7ecf80d5-86f8-407b-9f81-f19efe4cba67
AKASIA,01.01.2023.2237,ANTARIKSA NUSANTARA INDONESIA GROUP,Pupuk Kalium Klorida (KCl),Butiran (Granular),Pendaftaran Baru,2023-10-17,2028-10-17,0,7833911d-0eef-4ec5-8df6-8732d7ed01e5,27919aba-7c23-4dca-8f76-56f7a4643e62
CHALLON,01.03.2023.509,ANDI JAYA INDUSTRI,"Pupuk Hara Makro Majemuk
",Tepung (Powder),Pendaftaran Ulang Ganjil,2023-01-02,2028-01-02,0,78399448-a2dc-4022-8700-96c833015327,f726479c-ebc8-460e-adaa-6f36349f51ae
d'Diana,01.03.2025.341,MITRA TANI ABADI JAYA,,Tepung (Powder),Pendaftaran Baru,2025-03-07,2030-03-07,0,783ca86b-30ec-4a44-8b0b-d029de0f8cbb,5a16eeab-a266-47a6-9db2-60b6bbad7a23
DEWI,04.03.2023.1113,DEWI,Dolomit,Tepung (Powder),Pendaftaran Ulang Ganjil,2023-11-27,2028-11-27,0,783ebb1d-043e-4597-8494-8eaa0a1e2fa3,bf4a9d3a-7b10-41bc-9ea7-0ff9421a0609
SAWITREE,01.06.2026.82,SUMBER SUBUR SEJATI,Pupuk Hara Makro Majemuk,Batang (Stick),Pendaftaran Ulang Ganjil,2025-12-30,2030-12-30,0,783fb9af-d717-4b3f-880a-de940736deea,1cf0834e-7dd4-4fb1-ae2e-11c76bae685c
LUMBUNG PANGAN,04.01.2024.164,SUMBER PANGAN GRESIK,Dolomit,Butiran (Granular),Pendaftaran Baru,2024-05-06,2029-05-06,0,7867b8a8-2063-4739-b408-e7bfa038255a,dc47fa89-d77a-4f00-8632-72a430e15670
KEBOMAS,01.01.2022.1254,PETROKIMIA GRESIK,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Ulang Genap,2022-08-25,2027-08-25,2,786a3b5d-8809-44f4-92aa-dc650cdffa76,3c5752ce-3f32-4537-8e7a-beb109499f5a
TZP PLUS,04.01.2023.909,KUDJANG PUTRA PRATAMA,Zeolit,Butiran (Granular),Pendaftaran Baru,2022-10-14,2027-10-14,0,786ac649-f79a-4353-8b53-3e1cf8bfc3dc,55c9dffa-c59b-4f45-8425-94f43fa783b7
PALMIC,01.01.2023.2231,AGROFARM NUSA RAYA,,Butiran (Granular),Pendaftaran Baru,2023-06-20,2028-06-20,0,786e9e38-09ef-41f8-81a9-5cf7dde4c834,42aa8c88-cccb-41f4-8010-2dace3de5164
IMPETUS,01.01.2023.1445,BEHN MEYER AGRICARE,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2022-03-09,2027-03-09,1,787396dd-e02c-4145-b8da-1ae1897a259b,3d48529b-97aa-48d6-b6ad-cbfa089183bc
BM AZOMITE,01.03.2023.2044,BEHN MEYER AGRICARE,,Tepung (Powder),Pendaftaran Ulang Ganjil,2023-08-14,2028-08-14,0,789e3cee-5f1a-4ed4-b109-2b0b432da3e3,3d48529b-97aa-48d6-b6ad-cbfa089183bc
MOAF,01.03.2024.861,PROPADU KONAIR TARAHUBUN,Pupuk Hara Makro Majemuk,Tepung (Powder),Pendaftaran Baru,2024-07-22,2029-07-22,0,78ac70a7-25df-463d-8069-3be831abc6f3,996a1523-6b3f-430b-96c6-1042c96d7dac
BIOTANI PLUS,03.03.2022.1232,TUNAS HARMONI ABADI,Hayati Majemuk,Tepung (Powder),Pendaftaran Baru,2022-10-25,2027-10-25,0,78b05f41-79f5-4f47-ac86-d01928041648,09893806-c9cb-4cbb-9dec-5a045cfb7c1d
MARS,01.01.2024.46,MULTI ALAM RAYA SEJAHTERAA,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2023-12-20,2028-12-20,0,78b228af-dd2d-4a72-8900-d65288d7921b,7ef8ce46-8a9f-45d3-b9fc-117f6c87b67c
SPN,01.02.2021.906,SURYA CIPTA PERKASA YOGYAKARTA,"Pupuk Hara Makro Majemuk
",Cair (Liquid),Pendaftaran Ulang Ganjil,2021-10-12,2026-10-12,1,78b84c2a-1177-4fbd-9bd6-f90fc9f4ec3d,0c58ec27-5d3d-4e1f-ae5a-f858191cfe91
SIONA,04.02.2025.217,POMAL BEKA MANDIRI,,Cair (Liquid),Pendaftaran Baru,2025-05-26,2030-05-26,0,78bdb917-cc0c-4a5a-9fbd-38172932792d,c66d9869-5e82-4d21-9fd2-5cdb5e27b4f9
VISTA TOP,01.02.2024.1213,INDOIN BUSINESS GROUP,,Cair (Liquid),Pendaftaran Baru,2024-10-29,2029-10-29,0,78c2d2aa-6757-4d67-9237-56be0c9a379e,22ffdedd-4671-49e5-a2e2-994d27240c2b
Mantus,01.02.2023.1426,BULINDO AGRO TEKNOLOGI,,Cair (Liquid),Pendaftaran Baru,2023-05-31,2028-05-31,0,78c3c0c7-c2ba-46bd-a785-de2be0bb99d6,ef371e67-fc5e-471b-b263-0b87ad2bca6e
Kerina Booster,03.03.2024.138,KERINA MARGA PLANTATION,Hayati Majemuk,Tepung (Powder),Pendaftaran Baru,2024-03-25,2029-03-25,0,78c43570-6283-4e7c-9613-dd70ae528796,ad6f474d-39f9-4c2c-aab1-333f1c34277a
Humacid Multi Sejahtera,02.02.2025.500,GRESIK CIPTA SEJAHTERA,Pupuk Organik,Cair (Liquid),Pendaftaran Ulang Ganjil,2025-11-17,2030-11-17,0,78c98b6e-de3e-473d-b6ea-7b6784616758,2d76f9c0-5abc-4dec-8238-cdc7598356d1
GRAND K-PRILL,01.05.2025.576,MULTI SARANA INDOTANI,"Pupuk Hara Makro Majemuk
",Prill,Pendaftaran Ulang Genap,2025-06-09,2030-06-09,0,78da0a21-60ea-4e82-b390-9b4a96444707,17c107d0-3d9b-4d1e-8ab0-cef63ae94f9f
MANGGALA GEMILANG,04.03.2026.14,ADHI MANGGALA,Dolomit,Tepung (Powder),Pendaftaran Baru,2026-01-15,2031-01-15,0,78ddea05-ae5e-4180-9e15-ccb8946880e2,807e6c24-54e2-44cf-bea8-d5f8a63051b2
UNGGUL TANI,01.01.2025.523,FAN JAYA MANUNGGAL,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2025-07-09,2030-07-09,0,78e0d2f7-a60b-48e6-98c9-bd585f9cab46,d19456ed-3b23-42db-8e4e-8b927a16c772
VIO,02.02.2025.360,AGROTANI,Pupuk Organik,Cair (Liquid),Pendaftaran Ulang Ganjil,2025-08-13,2030-08-13,0,78e84454-eb15-419e-bfd2-9acadd15bce3,d7b7367e-2737-4c39-990f-ddae5e1fe893
GMN,03.03.2022.1122,TRUBUS PRIMA,Hayati Majemuk,Tepung (Powder),Pendaftaran Baru,2022-10-17,2027-10-17,0,78f2b49d-50f9-4fc8-901a-fef9959f8bdc,6a2a94f0-6257-4c97-ba2a-2b2c8e0a73d3
URALCHEM,01.08.2025.863,MULTI HARA AGRO,,Bentuk Lainnya,Pendaftaran Baru,2025-09-19,2030-09-19,0,78f2cf23-a42a-4f0a-ae1e-c1d1013b0512,09a40dcf-4ae1-4207-9dc1-3daf0df4220c
GOLDEN MUTIARA,01.02.2024.320,CV. Tiga Tunas Bangsa,,Cair (Liquid),Pendaftaran Baru,2024-03-20,2029-03-20,0,78f912cf-f85e-48a2-abec-41fe26d1bb8e,492113fe-cc62-45ff-8f99-21066c8f7839
CAP TAWON,01.03.2025.256,KERTOPATEN KENCANA,,Tepung (Powder),Pendaftaran Ulang Genap,2025-02-28,2030-02-28,0,790305ca-bdf5-44ce-94b1-4711e8044fa1,08fef8a4-93c2-4291-8978-5acb259417ea
Humiflex,04.08.2024.351,SAFEEKO BIO INDONESIA,Senyawa Humat,Bentuk Lainnya,Pendaftaran Baru,2024-07-09,2029-07-09,1,7909a411-e3b2-4f95-bc6f-f2785c95318d,e6ee3c8c-e877-48bf-9ef1-1f88b222bbb6
MAXBYOR PLUS,01.02.2025.328,NAWASENA UNGGUL SANTOSA,,Cair (Liquid),Pendaftaran Baru,2025-03-28,2030-03-28,0,79136d13-ee82-4e9e-b426-05dab11226fc,96fa1e14-f25c-4d0c-89d8-3c07dd5b6538
Demitribarn22,03.03.2024.59,SUMBER ALAM BAROKAH,Hayati Majemuk,Tepung (Powder),Pendaftaran Baru,2024-01-22,2029-01-22,0,791e722e-f9cb-4bef-9fed-4f2a0c1747e8,ddae9cb3-3c24-40b4-b8c8-fbec9964dd9f
INTERFLOR,01.01.2022.1708,PT. KUSUMA DIPA NUGRAHA,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Ulang Ganjil,2022-11-25,2027-11-25,0,7923c47b-182c-492c-88a1-301864191d02,c681c9b3-7856-46b0-9bc8-bb8ee19c17f5
DEMITRI22,03.02.2022.901,SUMBER ALAM BAROKAH,Hayati Majemuk,Cair (Liquid),Pendaftaran Baru,2022-09-06,2027-09-06,0,793bfc2c-1fd1-491e-9e51-e84d5923bd28,ddae9cb3-3c24-40b4-b8c8-fbec9964dd9f
3B,01.08.2025.381,ARTHA CHRISTA,Pupuk Amonium Sulfat (ZA) {NH4)2SO4},Bentuk Lainnya,Pendaftaran Baru,2025-03-28,2030-03-28,0,7947a739-583a-4883-af81-d64ce9e89db3,cddc454b-48d0-483b-b200-db2be0b88ec0
TANINDRA,01.01.2024.1288,SAYAP EMAS CITRA PERSADA,Pupuk Fosfat Alam Untuk Pertanian,Butiran (Granular),Pendaftaran Baru,2024-12-18,2029-12-18,0,79513a4c-d6c3-47c6-89aa-db71738717a6,7609b21d-dd91-4249-aa26-98fad1b442b3
DAUN SAWIT,01.01.2022.1263,PT. Multi Mas Chemindo,,Butiran (Granular),Pendaftaran Baru,2022-08-25,2027-08-25,0,7957b8c3-8e5d-4274-b9c7-51fe31e698dd,fbdb0e81-027b-4762-b83e-25caf0314a73
YARA MAX,01.01.2023.1435,BUMI AGRO FERTILIZER,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2023-06-26,2028-06-26,0,796ae005-4b39-4770-b024-363d9884bd7a,6a78de9e-99a0-464c-a212-b04d86b001d6
PanganKu,03.02.2024.575,GREENLIFE BIOSCIENCE,Hayati Majemuk,Cair (Liquid),Pendaftaran Baru,2024-10-08,2029-10-08,0,7973f4bd-48db-4e83-bdf2-c97410e42123,2de0c443-bec5-4535-b71e-c2d933b778a7
BINTANG TANI,04.03.2024.495,PUPUT TANI MANDIRI,Dolomit,Tepung (Powder),Pendaftaran Ulang Ganjil,2024-08-14,2029-08-14,0,798100aa-116a-4c62-89fb-ce660f46f550,912fad15-eef9-4303-9ad3-5336e0fd468b
SEINT,01.02.2021.595,CV.BUNGA TANI,,Cair (Liquid),Pendaftaran Ulang Ganjil,2021-03-15,2026-03-15,0,7995bbc0-33a8-41f2-8192-dca94ed6dd79,3659c904-6826-4706-b1dc-ce1fa6f97f13
BENDERA,04.03.2023.1069,KARYA ALAM SUKSES,Dolomit,Tepung (Powder),Pendaftaran Ulang Ganjil,2023-07-26,2028-07-26,0,79aaed3f-24ad-4ff7-9e03-63de3a98e617,30b8faf0-5900-4ff9-be1e-3d56eadfe207
JVF,01.01.2025.69,PT. SOJITZ INDONESIA,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2025-01-21,2030-01-21,0,79b8bcf9-a87f-4cac-aac6-b1993c95ced4,1bf538b6-b256-4f6b-8056-a81f1e267341
HALEI+,01.08.2022.1124,SARASWANTI ANUGERAH MAKMUR,Pupuk Hara Makro Majemuk,Bentuk Lainnya,Pendaftaran Ulang Ganjil,2022-08-18,2027-08-18,0,79be7e28-d648-4bf7-ad7d-1d180e2657b8,967cd363-b7d3-4db1-8f41-9cf78bbf91b2
Pupuk Indonesia Holding Company Nitrea,01.05.2021.977,Perusahaan Perseroan (Persero) PT. Pupuk Indonesia,Pupuk Urea {CO(NH2)2},Prill,Pendaftaran Baru,2021-12-17,2026-12-17,0,79cccfa2-0293-4e5a-9cdf-bb3bd4ac5c31,4a4f695d-430d-417f-83d1-4895100ae731
CALTIVATE,01.02.2021.627,BINGEI AGUNG,,Cair (Liquid),Pendaftaran Baru,2021-04-12,2026-04-12,0,79d20f91-f4c6-42d1-8156-47515e4b0bb3,d9583fcd-8cff-4396-a664-e536505ff187
CALGERON,01.03.2025.855,AGROFARM NUSA RAYA,"Pupuk Hara Makro Majemuk
",Tepung (Powder),Pendaftaran Baru,2025-09-26,2030-09-26,0,79d5782a-ba91-430d-9768-903ee27c65a0,42aa8c88-cccb-41f4-8010-2dace3de5164
PUCAMADU,03.02.2026.91,MADUBARU,Hayati Majemuk,Cair (Liquid),Pendaftaran Ulang Ganjil,2026-02-24,2031-02-24,0,79d61ffd-dc7c-4e75-b336-41a81f765c20,801c5eab-f8ca-45e7-aafa-ab0ce2bb5b86
LAO YING,01.08.2024.1166,MEST INDONESIY,,Bentuk Lainnya,Pendaftaran Ulang Ganjil,2024-10-07,2029-10-07,0,79d63443-6adb-4b2d-bad5-a684da51b1c3,bb03ab12-99e8-46cb-91a4-f237f3ce0ffd
FORESTAN,01.01.2024.664,DWI JAYA EKAPRIMA,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2024-06-25,2029-06-25,0,79d7573c-ee8f-440b-a271-9c5266c551e8,e294daec-403d-4dfc-a364-0a723724619b
MAKROSTAR,01.01.2021.672,POLARCHEM,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Ulang Genap,2021-05-05,2026-05-05,0,79f10567-b3ac-4ae7-ae01-558fd70f9695,8d202e4d-2b77-409d-a196-014aacf30c4c
Putragro,04.03.2026.55,PUTRA JAYA RAHARJA,Pembenah Tanah Dolomit,Tepung (Powder),Pendaftaran Baru,2026-02-07,2031-02-07,0,7a18d433-684c-49f0-99f8-748d32bee169,2e2da413-5c3e-47f7-be31-0c15111ba460
MENTARI,01.03.2025.73,PERMATA AGRO PERSADA,Pupuk Fosfat Alam Untuk Pertanian,Tepung (Powder),Pendaftaran Ulang Ganjil,2025-01-30,2030-01-30,0,7a2a97c1-c242-469c-935a-a1667a8f1026,d6995698-8fd6-4d4e-81b6-f09a2d303f26
AKASIA,02.08.2024.408,ANTARIKSA NUSANTARA INDONESIA GROUP,Pupuk Organik,Bentuk Lainnya,Pendaftaran Baru,2024-07-31,2029-07-31,0,7a33de25-3919-4a48-9564-03bc9d2e0eab,27919aba-7c23-4dca-8f76-56f7a4643e62
D'BOOSTERFER,03.02.2021.611,FEMU ENVIRO RISORINDO,Hayati Majemuk,Cair (Liquid),Pendaftaran Baru,2021-12-17,2026-12-17,0,7a4ab175-04ec-4dd0-90e9-efb3ce372606,bfa5dacb-e0d9-4e54-9415-31746e3a9c2a
andaEXTRA-K,01.02.2020.637,ANDAFA AGRO INDO,,Cair (Liquid),Pendaftaran Baru,2020-09-14,2025-09-14,0,7a4f27b0-7e12-4a38-b114-3243808d8612,21e0ff5d-2ba7-4590-8a6c-fbcfe75dce41
MALANG GREEN KING,01.02.2023.2045,SURYA NUSA PERKASA,,Cair (Liquid),Pendaftaran Baru,2023-08-14,2028-08-14,0,7a54f427-3f1d-4680-923c-5d907a121cef,5e0ecadd-0b8c-47c8-9b08-02571dfe8e17
TOP ZINK,01.03.2023.2053,HERKREASI,,Tepung (Powder),Pendaftaran Baru,2023-08-08,2028-08-08,0,7a64f020-af60-43e0-8100-d414971ad637,b3dc0c5a-da10-4aab-9379-c103b3b6c5c0
PELANGI JOS,01.01.2026.76,PUPUK KALIMANTAN TIMUR,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Ulang Ganjil,2026-01-06,2031-01-06,0,7a655157-4105-4585-a1a5-055ae40d943f,54463581-e74e-4653-9fbb-895ff5dd989b
BIONATURE,03.02.2025.407,BIO KONVERSI INDONESIA,Hayati Majemuk,Cair (Liquid),Pendaftaran Ulang Ganjil,2025-09-11,2030-09-11,0,7a74df5b-ec88-442e-85df-01ef6eb6a9a5,2c69e3bb-14b7-422c-8ef8-2e98e5efc7e8
PETRO KEBOMAS,01.08.2025.904,PETROKIMIA KEBOMAS GRESIK,"Pupuk Hara Makro Majemuk
",Bentuk Lainnya,Pendaftaran Baru,2025-10-24,2030-10-24,0,7a75f278-fc00-46ff-9eff-9c8403931d4c,aab78e29-10d9-49ab-b864-473c16db496f
suburmandiri,01.01.2022.1085,CIPTA AGRO NUSANTARA,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Ulang Ganjil,2022-08-03,2027-08-03,0,7a78a57d-8cb5-4702-80c3-03ec9144e5b2,25bc1cfb-e9b1-486e-8e26-52efc197585a
MIKROTAN,01.03.2026.62,DITYA CHEMINDO,Pupuk Hara Mikro Majemuk,Tepung (Powder),Pendaftaran Baru,2025-12-30,2030-12-30,0,7a80217e-11a5-4d36-8c70-7ceb61f7946a,f7090f1a-ddb7-4167-99ba-bdd0c02d5985
Kancil Emas,01.01.2024.1172,PT. SANLEX MALINDO,,Butiran (Granular),Pendaftaran Baru,2024-07-29,2029-07-29,0,7a8756ce-c95a-4caa-b915-1fdc20a1f9c6,46eccec8-2718-4ecf-82b0-d69f6c5a43e9
NAPOLEON,01.01.2024.237,MEST INDONESIY,Pupuk Amonium Sulfat (ZA) {NH4)2SO4},Butiran (Granular),Pendaftaran Baru,2024-02-02,2029-02-02,0,7a963275-f17a-45d7-bacc-183da7f82486,bb03ab12-99e8-46cb-91a4-f237f3ce0ffd
GREENTOP,01.02.2025.894,DHARMA AYU TANI,"Pupuk Hara Makro Majemuk
",Cair (Liquid),Pendaftaran Baru,2025-10-24,2030-10-24,0,7a99611c-74c5-4639-96e6-a6836db3110a,aa2bb24e-cbe8-47b9-a001-0ca9341ab847
GREENFORCE,02.02.2025.343,ALFA BETA AGROCHEMICAL,Pupuk Organik,Cair (Liquid),Pendaftaran Baru,2025-07-21,2030-07-21,0,7aa2df30-7a5f-46e6-88dd-f7382160cabc,fc9e83bd-594a-4221-94de-93daaded1899
PALMO,01.08.2023.672,SARASWANTI ANUGERAH MAKMUR,Pupuk Hara Makro Majemuk,Bentuk Lainnya,Pendaftaran Ulang Ganjil,2023-02-02,2028-02-02,1,7ad39431-ebc6-4790-aee6-153910658fe3,967cd363-b7d3-4db1-8f41-9cf78bbf91b2
AGRO BUAH SAWIT TIMUR,01.01.2025.37,AGRO RAYA TIMUR GROUP,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2025-01-03,2030-01-03,0,7ae714b8-4bc8-4cab-a6cc-7d43af6f7c49,3e888d1b-71e1-45a2-b1fb-bf161cb0b4cd
BAHARI,01.01.2025.23,JAYA TANI,Pupuk Fosfat Alam Untuk Pertanian,Butiran (Granular),Pendaftaran Ulang Ganjil,2024-12-24,2029-12-24,0,7aed8a4c-22ac-4de1-9f9d-cfaac10c6bb9,8a7b1ebb-1458-41cf-be0d-f59563dac840
DOLO GRESIK,04.03.2025.79,AGRO NUSA INDAH,Dolomit,Tepung (Powder),Pendaftaran Ulang Ganjil,2025-02-04,2030-02-04,0,7aee77ac-8ad6-4323-9861-573c97db48d7,673e16e9-bbf0-4e76-86f2-0c3da479e048
BUKIT BARISAN ,01.01.2023.840,VALENTA JAYA BERSAMA,,Butiran (Granular),Pendaftaran Baru,2023-03-16,2028-03-16,0,7af34a3b-7638-41e3-8cf9-af566f802893,75b07fd2-32d4-4a55-978d-7b747ba77d65
LAO YING,01.01.2025.25,MEST INDONESIY,Pupuk Kalium Klorida (KCl),Butiran (Granular),Pendaftaran Ulang Ganjil,2024-12-11,2029-12-11,0,7af71ff8-3802-47ae-8c48-c1488c063eef,bb03ab12-99e8-46cb-91a4-f237f3ce0ffd
BUNGA MERAH,01.01.2025.401,SENTANA ADIDAYA PRATAMA,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Ulang Ganjil,2025-04-29,2030-04-29,0,7b072b4e-a432-4fcd-a974-df0dd2370262,36c5c4f2-e215-4d04-9948-8926fb16c0a5
GG-1000,04.03.2021.480,PT. LAJU PERSADA UTAMA,Dolomit,Tepung (Powder),Pendaftaran Baru,2021-07-28,2026-07-28,0,7b170801-c9ad-4991-8768-6292a3856a83,f6d60487-e382-4451-a0e4-97913ce44cf7
LENTERA SAWIT,01.01.2025.183,RAJAWALI CITRA ALAM,Pupuk Hara Makro Majemuk,Butiran (Granular),Pendaftaran Baru,2025-02-18,2030-02-18,0,7b19950f-71f7-47a4-848a-fc6d42bad4f6,4f6e077f-2b9b-4e51-97ed-2df78f0357f6
Vitanik CONCENTRATE,01.03.2026.61,DITYA CHEMINDO,Pupuk Hara Mikro Majemuk,Tepung (Powder),Pendaftaran Baru,2025-12-30,2030-12-30,0,7b25de1e-bbeb-4d41-95ad-a9557c32c473,f7090f1a-ddb7-4167-99ba-bdd0c02d5985
PETRO PONIC,01.02.2022.1891,PETROKIMIA GRESIK,,Cair (Liquid),Pendaftaran Ulang Ganjil,2022-12-29,2027-12-29,0,7b3d6ca6-299d-4334-8e0b-19dc46409345,3c5752ce-3f32-4537-8e7a-beb109499f5a
Bio-NAK,03.08.2024.10,TRIDI AGENG GEMILANG,Hayati Majemuk,Bentuk Lainnya,Pendaftaran Ulang Ganjil,2023-12-08,2028-12-08,0,7b44b544-e9f4-4e42-af5f-7fee6c5d210b,b3593bdc-5e84-4128-b05a-df3bd2446c8a
