merk_dagang,nomor_pendaftaran,pemegang_pendaftaran,jenis_formula,bentuk_formula,warna_pupuk,jenis_permohonan,tanggal_terbit,tanggal_berakhir,id_perusahaan
BUNGA TULIP,,PT. FERTA INDONESIA PERSADA,,Butiran,Merah Keabuan,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,8e6adc29-176f-4aeb-bdca-56603eb7f8d9
ECO FARMING,02.08.2020.005,PT. Bandung Inovasi Organik,organik,Briket,Coklat kehitaman,Organik/Hayati/Pembenah Tanah - Pendaftaran Baru,2019,2024,92072b54-e4a0-496a-be11-e79e9804997b
Chelated Ferum,01.01.2020.023,PT. Sumber Agrindo Sejahtera,Ferum (Fe) 25%,Butiran,Coklat ,An-organik - Pendaftaran Baru (2018),2019,2024,b88628b5-7363-486a-a595-71f60f2f8fe0
Fertitani,,PT. AGRITANI MAKMUR MANDIRI,organik,,,Organik/Hayati/Pembenah Tanah - Pengalihan Nomor Pendaftaran,2019,2024,deb573fa-72a4-4d11-ad7f-a8b13f179dee
MEKARINDO,,PT. Cipta Makmur Pertiwi,an-organik,,,An-organik - Pengalihan Nomor Pendaftaran,2019,2024,3f95834b-f146-496b-b46a-f6bf85ce6e69
LAO YING,01.01.2019.179,PT. MEST INDONESIY,NPK Padat (SNI),Padat Butiran,Merah/Pink,An-organik - Pendaftaran Baru (2018),2019,2024,bb03ab12-99e8-46cb-91a4-f237f3ce0ffd
Dunia Subur,,PT Dunia Kimia Jaya,an-organik,Tepung,Putih,An-organik - Pendaftaran Ulang Ganjil,2019,2024,c3df80ed-2fc2-4840-94c4-121220e22e86
PRIMAVIT,,UD. PRIMAGRO,NPK Padat (SNI),Butiran,Biru,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,baac0661-9be3-424a-bc02-ddb660bcb827
JAPPER,01.02.2019.158,CV.Sekar Sari,NPK Cair,Cair,Hijau,An-organik - Pendaftaran Baru (2018),2019,2024,80dfb013-3002-4b2f-a595-16b0efbb9269
KURNIAGANIK,02.01.2020.054,PT. Tiara Kurnia,organik,Butiran,Coklat Kehitaman,Organik/Hayati/Pembenah Tanah - Pendaftaran Baru,2019,2024,3e2f43c408ff7cb7d2d6ec3c1188558f1735
Kemala,02.08.2019.165,PT. Persada Pupuk Indonesia,organik,Remah,Hitam Kecoklatan,Organik/Hayati/Pembenah Tanah - Pendaftaran Baru,2019,2024,22ddd2c0-d0f6-4161-bd90-fd140bc2ac32
MEKARINDO,,PT. Cipta Makmur Pertiwi,NPK Padat (SNI),Butiran,"Merah, Biru",An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,3f95834b-f146-496b-b46a-f6bf85ce6e69
MerokeMIKRO,,PT.MEROKE TETAP JAYA,Mikro Tunggal Zn,Tepung,Putih,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,a5a2f54e-db06-45ca-acd3-bf7db4701956
Daun Sawit,,PT. Multi Mas Chemindo,Ammonium chlorida,Prill,Putih,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,fbdb0e81-027b-4762-b83e-25caf0314a73
NPK PIM,,PT Pupuk Iskandar Muda,NPK Padat (SNI),Butiran,hijau,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,44888217f0464d617d930bb0abffc3b12168
LAO YING,01.01.2019.193,PT. MEST INDONESIY,NPK Padat (SNI),Butiran,Pink / Hijau,An-organik - Pendaftaran Baru (2018),2019,2024,bb03ab12-99e8-46cb-91a4-f237f3ce0ffd
Mahkota,,PT. WILMAR CHEMICAL INDONESIA,NPK Padat (SNI),Butiran,Biru,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,f46679f0-5a47-4d85-97e4-cd22abc7bb79
CAHAYA GEMILANG,01.07.2019.154,PT. SUBUR INDAH SUKSES GEMILANG,NPK Padat (SNI),Pelet,COKLAT TUA,An-organik - Pendaftaran Baru (2018),2019,2024,9c904837818647860f244e4c1580dbf82316
NPK PIM,,PT Pupuk Iskandar Muda,NPK Padat (SNI),Butiran,hijau,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,44888217f0464d617d930bb0abffc3b12168
NPK PIM,,PT Pupuk Iskandar Muda,NPK Padat (SNI),Butiran,hijau,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,44888217f0464d617d930bb0abffc3b12168
NPK PIM,,PT Pupuk Iskandar Muda,NPK Padat (SNI),Butiran,hijau,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,44888217f0464d617d930bb0abffc3b12168
KANCIL EMAS,01.01.2019.189,PT. SANLEX MALINDO,NPK Padat (SNI),Padat Butiran,Merah / Pink,An-organik - Pendaftaran Baru (2018),2019,2024,46eccec8-2718-4ecf-82b0-d69f6c5a43e9
KANCIL EMAS,01.01.2019.178,PT. SANLEX MALINDO,NPK Padat (SNI),Padat Butiran,Hijau / Pink,An-organik - Pendaftaran Baru (2018),2019,2024,46eccec8-2718-4ecf-82b0-d69f6c5a43e9
KANCIL EMAS,,PT. SANLEX MALINDO,NPK Padat (SNI),Butiran,Coklat,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,46eccec8-2718-4ecf-82b0-d69f6c5a43e9
MerokeZA,,PT.MEROKE TETAP JAYA,Amonium Sulfat (ZA) (SNI) ,Tepung,Putih,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,a5a2f54e-db06-45ca-acd3-bf7db4701956
BUAMAX,,PT. HANAMPI SEJAHTERA KAHURIPAN,NPK Padat (SNI),Butiran,"Abu-abu, Merah, Coklat, Biru",An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,ab602e40-08fa-483a-a5f6-66810d0530e3
CAP DAUN,,PT. AGRO TRADISI,an-organik,Butiran,Merah/Putih,An-organik - Pendaftaran Ulang Ganjil,2019,2024,0c0eb372-bad4-47dc-b7e1-4fb2e186274c
KINCIR,,CV. Jaya Makmur Sentausa,NPK Cair,Cair,Merah Muda,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,3e2f43c408ff7cb7d2d6ec3c1188558f6409
SEMESTA,,PT. SEMESTA JAYA ABADI,an-organik,Tepung,Putih,An-organik - Pendaftaran Ulang Ganjil,2019,2024,370a20b1-9b92-4ff8-8c12-2d5c2e806f4d
AGROBLEN,01.01.2019157,PT. Agrotama Tunas Sarana,NPK Padat (SNI),Butiran,Coklat,An-organik - Pendaftaran Baru (2018),2019,2024,83c743cb-4ec1-4b82-ae85-3a1f26750e30
LAO YING,,PT. MEST INDONESIY,NPK Padat (SNI),Kristal / Butiran,Hijau,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,bb03ab12-99e8-46cb-91a4-f237f3ce0ffd
PELANGI,01.01.2019.238,PT Pupuk Kalimantan Timur,NPK Padat (SNI),Butiran,Warna-warni,An-organik - Pendaftaran Baru (2018),2019,2024,3af996a5b19bf8ac5db58137d8d1afed4892
MerokeKALINITRA,,PT.MEROKE TETAP JAYA,Potassium Nitrat,Kristal,Putih,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,a5a2f54e-db06-45ca-acd3-bf7db4701956
MerokeMOP,,PT.MEROKE TETAP JAYA,Kalium Klorida (KCL) (SNI),Tepung,"Merah Muda, Putih",An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,a5a2f54e-db06-45ca-acd3-bf7db4701956
LAO YING,,PT. MEST INDONESIY,NPK Padat (SNI),Butiran,Merah,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,bb03ab12-99e8-46cb-91a4-f237f3ce0ffd
LAO YING,,PT. MEST INDONESIY,NPK Padat (SNI),Butiran,Orange,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,bb03ab12-99e8-46cb-91a4-f237f3ce0ffd
CAP DAUN,,PT. AGRO TRADISI,Amonium Sulfat (ZA) (SNI) ,Kristal,Putih,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,0c0eb372-bad4-47dc-b7e1-4fb2e186274c
SoluMAG,01.03.2019.171,PT.MEROKE TETAP JAYA,Makro Sekunder Majemuk,Tepung,Putih,An-organik - Pendaftaran Baru (2018),2019,2024,a5a2f54e-db06-45ca-acd3-bf7db4701956
CAP DAUN,,PT. AGRO TRADISI,an-organik,Tepung,Merah/Putih,An-organik - Pendaftaran Ulang Ganjil,2019,2024,0c0eb372-bad4-47dc-b7e1-4fb2e186274c
LAO YING,,PT. MEST INDONESIY,NPK Padat (SNI),Butiran,Biru,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,bb03ab12-99e8-46cb-91a4-f237f3ce0ffd
Agro Activa Compounds,,PT. AGRO TRADISI,NPK Padat (SNI),Butiran,Coklat,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,0c0eb372-bad4-47dc-b7e1-4fb2e186274c
LAO YING,,PT. MEST INDONESIY,NPK Padat (SNI),Butiran,Hijau,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,bb03ab12-99e8-46cb-91a4-f237f3ce0ffd
Agro Activa Compounds,,PT. AGRO TRADISI,NPK Padat (SNI),Butiran,Coklat,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,0c0eb372-bad4-47dc-b7e1-4fb2e186274c
Agro Activa Compounds,,PT. AGRO TRADISI,NPK Padat (SNI),Butiran,Coklat,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,0c0eb372-bad4-47dc-b7e1-4fb2e186274c
Mahkota,,PT. WILMAR CHEMICAL INDONESIA,an-organik,Butiran,Putih,An-organik - Pendaftaran Ulang Ganjil,2019,2024,f46679f0-5a47-4d85-97e4-cd22abc7bb79
ZEGROLIT - 2,04.01.2019.161,CV MARZUQ,Pembenah Tanah Zeolit,Butiran,Hijau - Abu abu,Organik/Hayati/Pembenah Tanah - Pendaftaran Ulang Genap,2019,2024,3e2f43c408ff7cb7d2d6ec3c1188558f5184
Mahkota,,PT. WILMAR CHEMICAL INDONESIA,Amonium Sulfat (ZA) (SNI) ,Butiran,Putih,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,f46679f0-5a47-4d85-97e4-cd22abc7bb79
Bio Farming,02.08.2020.053,PT. Bandung Inovasi Organik,organik,Briket,Coklat kehitaman,Organik/Hayati/Pembenah Tanah - Pendaftaran Baru,2019,2024,92072b54-e4a0-496a-be11-e79e9804997b
CAPING TANI PLUS,,CV. Rahma Jaya,NPK Padat (SNI),Butiran,"Merah, Biru",An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,540a9037-4a70-48e7-a6f2-9e3de10a3f72
SUPER FARM,,PT.Greenland Agrotech Industries,an-organik,,,An-organik - Pengalihan Nomor Pendaftaran,2019,2024,51b2ca2e-9492-41b0-815b-f6b504a948fe
MerokeMIKRO,,PT.MEROKE TETAP JAYA,Mikro Tunggal ,Tepung,Merah Kehitaman,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,a5a2f54e-db06-45ca-acd3-bf7db4701956
FENG SHOU,03.02.2020.063,PT Greenlife Bioscience,hayati,Cair,Coklat,Organik/Hayati/Pembenah Tanah - Pendaftaran Ulang Genap,2019,2024,2de0c443-bec5-4535-b71e-c2d933b778a7
KANCIL EMAS,,PT. SANLEX MALINDO,NPK Padat (SNI),Butiran,Coklat,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,46eccec8-2718-4ecf-82b0-d69f6c5a43e9
KANCIL EMAS,,PT. SANLEX MALINDO,NPK Padat (SNI),Butiran,Coklat,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,46eccec8-2718-4ecf-82b0-d69f6c5a43e9
KANCIL EMAS,,PT. SANLEX MALINDO,NPK Padat (SNI),Butiran,Coklat,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,46eccec8-2718-4ecf-82b0-d69f6c5a43e9
MerokeMIKRO,,PT.MEROKE TETAP JAYA,Mikro Tunggal Fe,Tepung,Kuning,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,a5a2f54e-db06-45ca-acd3-bf7db4701956
MerokeMIKRO,,PT.MEROKE TETAP JAYA,Mikro Tunggal Cu,Tepung,Biru,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,a5a2f54e-db06-45ca-acd3-bf7db4701956
KANCIL EMAS,,PT. SANLEX MALINDO,NPK Padat (SNI),Butiran,Pink,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,46eccec8-2718-4ecf-82b0-d69f6c5a43e9
KANCIL EMAS,,PT. SANLEX MALINDO,NPK Padat (SNI),Butiran,Pink / Putih,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,46eccec8-2718-4ecf-82b0-d69f6c5a43e9
Hi Gro Bio,,PT AGRI HIKAY INDONESIA,NP ,Butiran,Putih Kemerahan,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,75658255-78a9-4b9c-8b03-d0058ad4f61c
KANCIL EMAS,,PT. SANLEX MALINDO,NPK Padat (SNI),Butiran,Pink,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,46eccec8-2718-4ecf-82b0-d69f6c5a43e9
KANCIL EMAS,,PT. SANLEX MALINDO,Amonium Sulfat (ZA) (SNI) ,Butiran,Putih / Kekuningan,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,46eccec8-2718-4ecf-82b0-d69f6c5a43e9
CAP BUNGA MERAH,,PT AGRI HIKAY INDONESIA,NK,Butiran,Putih Kemerahan,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,75658255-78a9-4b9c-8b03-d0058ad4f61c
CropCheck Coppergro,,PT CROP CHECK INDONESIA,,Cair,Biru-hijau,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,6d30acb3-4780-4588-859c-dc59523412c4
PN PAK TANI,01.05.2019.172,CV. SAPROTAN UTAMA,KNO3,Prill,Putih,An-organik - Pendaftaran Baru (2018),2019,2024,32a5fc08-615e-4849-9010-dfc08eaec4e8
DAUN SAWIT,,PT. Multi Mas Chemindo,,Butiran,Merah,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,fbdb0e81-027b-4762-b83e-25caf0314a73
PETROGANIK PREMIUM,,PT Petrokimia Gresik,organik,Butiran,Hitam Kecoklatan,Organik/Hayati/Pembenah Tanah - Pendaftaran Ulang Ganjil,2019,2024,8259c7aa7427a3aafbc56ffd00cff00e3021
LO VIRGINIA INDONESIA,,CV. SAPROTAN UTAMA,an-organik,Butiran,Putih Krem,An-organik - Pendaftaran Ulang Ganjil,2019,2024,32a5fc08-615e-4849-9010-dfc08eaec4e8
LO BURLEY INDONESIA,,CV. SAPROTAN UTAMA,an-organik,Butiran,Abu-abu,An-organik - Pendaftaran Ulang Ganjil,2019,2024,32a5fc08-615e-4849-9010-dfc08eaec4e8
SP-TRO 36,,PT. Centra Agro Pratama,Pembenah Tanah Dolomit,Butiran,Merah dan Biru,Organik/Hayati/Pembenah Tanah - Pendaftaran Ulang Ganjil,2019,2024,27cfeb4c6002d05cdab676e5d69c7aaa2410
ZAMRUD,,CV. Varia Chemika,an-organik,,,An-organik - Pengalihan Nomor Pendaftaran,2019,2024,da47b98e-6770-49fb-b35d-bacab553369c
SANTAGROW,,PT. SANTANI SEJAHTERA,an-organik,Tepung,Putih,An-organik - Pendaftaran Ulang Ganjil,2019,2024,32a43c35-1ca5-4049-9b9a-d322ab71b496
SamhumaT,02.03.2020.038,PT. Artha Prima Humatindo,organik,Tepung,Hitam,Organik/Hayati/Pembenah Tanah - Pendaftaran Baru,2019,2024,b59cc7bf-c872-4654-99a8-a56418f09065
PLANTAFOL,,PT. Winon International,an-organik,Tepung,Putih,An-organik - Pendaftaran Ulang Ganjil,2019,2024,6395efef-31f0-4019-acd2-84e790a7cd2a
PLANTAFOL,,PT. Winon International,an-organik,Butiran,Putih,An-organik - Pendaftaran Ulang Ganjil,2019,2024,6395efef-31f0-4019-acd2-84e790a7cd2a
ZAMRUD,,CV. Varia Chemika,an-organik,,,An-organik - Pengalihan Nomor Pendaftaran,2019,2024,da47b98e-6770-49fb-b35d-bacab553369c
Pusri,01.01.2019.229,PT PUPUK SRIWIDJAJA PALEMBANG,NPK Padat (SNI),Butiran,"Biru, Coklat Kemerahan, Coklat, Abu-Abu",An-organik - Pendaftaran Baru (2018),2019,2024,0c496ac58b4898b510132b58728761672643
BAPAK IBU TANI,,CV. Mulyo Tani Makmur,an-organik,Butiran,Biru,An-organik - Pendaftaran Ulang Ganjil,2019,2024,8be21e9c-b423-4467-bc20-d8b594535708
How Harvet,02.02.2020.045,PT. SAFE CHEMICAL INDONESIA,organik,Cair,Hijau tua,Organik/Hayati/Pembenah Tanah - Pendaftaran Ulang Genap,2019,2024,84a65a5e-7d8d-44ff-8b39-ed4cfc73c39b
MS-MUJI SYUKUR,,CV. MITRA AGRO SENTOSA,Super Fosfat (SP-36) (SNI),Butiran,Abu-Abu,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,2004b629430939f680b316dd09563d4d5369
O-JIRO,02.02.2019.162,CV. Agro Lestari,organik,Cair,Coklat Kehitaman,Organik/Hayati/Pembenah Tanah - Pendaftaran Baru,2019,2024,5335168b024c72b9580fecb20d69820f3282
MerokeMOP,01.03.2018.254,PT.MEROKE TETAP JAYA,Kalium Klorida (KCL) (SNI),Tepung,"Merah Muda, Putih",An-organik - Pendaftaran Baru (2018),2019,2024,a5a2f54e-db06-45ca-acd3-bf7db4701956
KEPALA GUDEL,,CV. Sumber Rejeki,an-organik,Butiran,Abu-Abu,An-organik - Pendaftaran Ulang Ganjil,2019,2024,6e4f6563-c843-4327-a5cd-77004331079d
CAP DAUN,,PT. AGRO TRADISI,NK,Butiran,Orange,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,0c0eb372-bad4-47dc-b7e1-4fb2e186274c
KEBOMAS,,PT Petrokimia Gresik,an-organik,Butiran,Biru dan Cokelat Keabuan,An-organik - Pendaftaran Ulang Ganjil,2020,2025,8259c7aa7427a3aafbc56ffd00cff00e3021
BASAL NPK,,CV. SAPROTAN UTAMA,an-organik,Butiran,Putih Krem,An-organik - Pendaftaran Ulang Ganjil,2019,2024,32a5fc08-615e-4849-9010-dfc08eaec4e8
BASAL NPK,,CV. SAPROTAN UTAMA,an-organik,Butiran,Abu-abu,An-organik - Pendaftaran Ulang Ganjil,2019,2024,32a5fc08-615e-4849-9010-dfc08eaec4e8
FERTILA,,CV. SAPROTAN UTAMA,an-organik,Butiran,Abu-abu,An-organik - Pendaftaran Ulang Ganjil,2019,2024,32a5fc08-615e-4849-9010-dfc08eaec4e8
FERTILA,,CV. SAPROTAN UTAMA,an-organik,Butiran,Abu-abu,An-organik - Pendaftaran Ulang Ganjil,2019,2024,32a5fc08-615e-4849-9010-dfc08eaec4e8
GEMBUR,02.03.2020.084,CV. PANTRAS AGROLESTRI,organik,Tepung,Cokelat,Organik/Hayati/Pembenah Tanah - Pendaftaran Baru,2019,2024,1b401ddb-046d-4732-ab67-6ff9fdc85a4f
LAO YING,,PT. MEST INDONESIY,Triple Super Fosfat (TSP) (SNI),Padat Butiran,"Putih Keabuan, Hitam",An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,bb03ab12-99e8-46cb-91a4-f237f3ce0ffd
MICROGEN,01.01.2020.092,PT. AGROINDO,Mikro Majemuk,Butiran,Coklat,An-organik - Pendaftaran Baru (2018),2019,2024,025d90e3-62eb-4752-9e6c-40d080d9099c
ELEMENTO,01.01.2020.093,PT. AGROINDO,Mikro Majemuk,Butiran,Coklat,An-organik - Pendaftaran Baru (2018),2019,2024,025d90e3-62eb-4752-9e6c-40d080d9099c
ELEMENTO,01.01.2020.093,PT. AGROINDO,Mikro Majemuk,Butiran,Coklat,An-organik - Pendaftaran Baru (2018),2019,2024,025d90e3-62eb-4752-9e6c-40d080d9099c
MerokeROCK,01.03.2019.224,PT.MEROKE TETAP JAYA,Fosfat Alam untuk Pertanian (SNI),Tepung,"Coklat Muda, Coklat Kehitaman",An-organik - Pendaftaran Baru (2018),2019,2024,a5a2f54e-db06-45ca-acd3-bf7db4701956
FT,,PT. Asia Pupuk Guna Lestari,,Butiran,Merah/Orange,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,37c98db4-a78c-45e7-9bc0-8099103a695f
ASANDAH,04.03.2020.035,CV. Agro Nusa Indah,Pembenah Tanah Dolomit,Tepung,putih,Organik/Hayati/Pembenah Tanah - Pendaftaran Ulang Genap,2019,2024,673e16e9-bbf0-4e76-86f2-0c3da479e048
DOPOS,02.01.2020.044,CV. Agro Nusa Indah,organik,Butiran,HItam Keabu-abuan,Organik/Hayati/Pembenah Tanah - Pendaftaran Ulang Genap,2019,2024,673e16e9-bbf0-4e76-86f2-0c3da479e048
PHONSKA PUPUK INDONESIA HOLDING COMPANY,,PT Pupuk Indonesia (Persero),an-organik,Butiran,"Merah Muda, Merah Kecoklatan, Coklat, Coklat Kemerahan",An-organik - Pendaftaran Ulang Ganjil,2019,2024,4a4f695d-430d-417f-83d1-4895100ae731
RIA plus ,,PT. Ria Indo Agri,an-organik,,,An-organik - Pengalihan Nomor Pendaftaran,2019,2024,367bc248-a09b-4282-97e7-9bde55edfce7
FULVITAL PLUS LIQUID,04.02.2020.073,PT. MITRA FINEX ANTARNUSA,pembenah tanah,Cair,hitam,Organik/Hayati/Pembenah Tanah - Pendaftaran Baru,2019,2024,610af4e9-992e-4789-8c39-f4d61f2610d6
RIA plus,,PT. Ria Indo Agri,an-organik,,,An-organik - Pengalihan Nomor Pendaftaran,2019,2024,367bc248-a09b-4282-97e7-9bde55edfce7
DOSDET,01.03.2019.208,CV.BUNGA TANI,Nitrogen dan Kalium (N.K ),Tepung,Biru,An-organik - Pendaftaran Baru (2018),2019,2024,3659c904-6826-4706-b1dc-ce1fa6f97f13
BLESS,,CV. Blessindo Maju Bersama,organik,,,Organik/Hayati/Pembenah Tanah - Pengalihan Nomor Pendaftaran,2019,2024,5335168b024c72b9580fecb20d69820f7694
BLESS,,CV. Blessindo Maju Bersama,organik,,,Organik/Hayati/Pembenah Tanah - Pengalihan Nomor Pendaftaran,2019,2024,5335168b024c72b9580fecb20d69820f7694
BOOSTER DGW,01.01.2017.375,PT. Hextar Fertilizer Indonesia,NPK Padat (SNI),Butiran,Coklat,An-organik - Pendaftaran Baru (2018),2019,2024,c8a04f82-4325-438e-b9a9-fbd339f00068
SEPRINT,,CV.BUNGA TANI,"Nitrogen dan Kalium (N,K)",Cair,Biru,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,3659c904-6826-4706-b1dc-ce1fa6f97f13
COMPACTION DGW,01.01.2017.036,PT. Hextar Fertilizer Indonesia,NPK Padat (SNI),Butiran,Biru muda,An-organik - Pendaftaran Baru (2018),2019,2024,c8a04f82-4325-438e-b9a9-fbd339f00068
GOLD DGW,01.01.2017.311,PT. Hextar Fertilizer Indonesia,NPK Padat (SNI),Butiran,"Blend Putih, Hitam, Kuning, Merah",An-organik - Pendaftaran Baru (2018),2019,2024,c8a04f82-4325-438e-b9a9-fbd339f00068
URIUM,,CV.BUNGA TANI,"Nitrogen dan Kalium (N,K)",Cair,Biru,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,3659c904-6826-4706-b1dc-ce1fa6f97f13
FT,,PT. Asia Pupuk Guna Lestari,,Butiran,Merah/Orange,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,37c98db4-a78c-45e7-9bc0-8099103a695f
LAO YING,01.01.2019.358,PT. MEST INDONESIY,NPK Padat (SNI),Kristal / Butiran,Merah,An-organik - Pendaftaran Baru (2018),2019,2024,bb03ab12-99e8-46cb-91a4-f237f3ce0ffd
BAHARI,01.01.2019.397,CV. Jaya Tani,Fosfat Alam untuk Pertanian (SNI),Butiran,Merah; Abu-abu; Coklat,An-organik - Pendaftaran Baru (2018),2019,2024,032ec707fb856da16d592b81bfb82c3b8011
BIOMAX,01.02.2019.222,PT BIOTIS AGRINDO,SILIKA CAIR,Cair,BENING,An-organik - Pendaftaran Baru (2018),2019,2024,eb662a37-d9e8-413f-b507-8ab3b7cf9e16
SoluMAG-G,01.01.2019.215,PT.MEROKE TETAP JAYA,Makro Sekunder Majemuk,Butiran,Putih,An-organik - Pendaftaran Baru (2018),2019,2024,a5a2f54e-db06-45ca-acd3-bf7db4701956
REXGROW,,PT. Nusa Mandiri Utama,Makro - Mikro NPK + Zn - B,Cair,Transparan bening,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,6b1a7999-7515-4097-89f6-27a8069e8d46
PETRO,,PT Petrokimia Gresik,an-organik,Tepung,Kuning Keabu-abuan,An-organik - Pendaftaran Ulang Ganjil,2019,2024,8259c7aa7427a3aafbc56ffd00cff00e3021
NPK PIM,01.01.2019.266,PT Pupuk Iskandar Muda,NPK Padat (SNI),Butiran,Hijau,An-organik - Pendaftaran Baru (2018),2019,2024,44888217f0464d617d930bb0abffc3b12168
PETROGANIK PUPUK INDONESIA HOLDING COMPANY,,PT Pupuk Indonesia (Persero),organik,Butiran,Coklat Kehitaman,Organik/Hayati/Pembenah Tanah - Pendaftaran Ulang Ganjil,2019,2024,4a4f695d-430d-417f-83d1-4895100ae731
BIANGLALA,,PT Bumi Indo Raharja,NPK Padat (SNI),Butiran,"Campuran Putih, Merah, Hitam, Coklat (Blending)",An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,931cce2c-95d5-4fc9-b377-4f8d27df795f
JUHAR,,CV. Ruthani Mandiri,PK,Padat Tepung,Kuning Kecoklatan,An-organik - Pengantar Uji Untuk Pendaftaran Baru/Ulang Genap/Penambahan Pro,2019,2024,6e505fec-8df6-405d-84f7-aa7d6cf4c633
