nomor_pendaftaran,merek,status_izin,berlaku_sampai,kedaluwarsa,putusan,menyeluruh,lingkup,zat_terlarang,lewat,bahan_tak_terpetakan,tanda_registri
"01030120227278","BAKAR 150 SL*","active","2027-06-27","habis dalam 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","","Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Terbatas"
"01030120227292","COYOTE 400/40 SE","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227298","E-GOLD 280/40 OD","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227303","Foison 200 SL","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227304","Foison-Plus 100 SL","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227308","GRIMASON NEO 205 SL*","active","2027-06-27","habis dalam 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","","Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Terbatas"
"01030120227318","HONTO 10/30/15 WP","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227325","KOEEN UP 490 SL","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227327","LINE UP 480 SL","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227335","NEO PILARQUAT 137 SL*","active","2027-06-27","habis dalam 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","","Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Terbatas"
"01030120227341","PENTA SO-Z 505 SL","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227344","PILARCOVER 286/32 CS","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227346","PILARSPIRIT 20/147 OD","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227354","REXATRIN 500 SC","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227355","SAGRI STORM 400/50/100 SC","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227360","SUGARMAX 500 SC","active","2027-06-27","habis dalam 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227373","YUTAQUAT 138 SL","active","2027-06-27","habis dalam 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","","Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Terbatas"
"01030120227378","AFFINITY 40 WG","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227380","ALDOZER 25/100 OD","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227383","ATNIMES 200/20/40 OD","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227388","BAS-6 865 SL","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227390","BAZATHION 150 SL","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227393","CAP MACAN 338 SL","active","2027-10-04","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","","Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Terbatas"
"01030120227407","GAMAXXONE 276 SL*","active","2027-10-04","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","","Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Terbatas"
"01030120227409","GASING 135 SL","active","2027-10-04","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","","Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Terbatas"
"01030120227410","GOKILL 240 EC","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227411","GOODXONE 200 SL*","active","2027-10-04","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","","Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Terbatas"
"01030120227412","GUSANO 300 EC","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227413","HALORICE PLUS 60/25 EC","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227426","JUNO 15/385 SE","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227433","MASTOP 288 SL","active","2027-10-04","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","","Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Terbatas"
"01030120227437","MEGATOP 328 SL","active","2027-10-04","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","","Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Terbatas"
"01030120227440","OMNI-JOS 720 SL","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227441","OMNI-TRON 150 SL","active","2027-10-04","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","","Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Terbatas"
"01030120227444","PENTA GUN-Z 160 SL","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227447","POWER DUO 50/10 OD","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227450","PRIMA-QUICK 36/6 WP","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227451","PROMOPLUS 495 SL","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227453","RAJAXONE PLUS 303 SL","active","2027-10-04","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","","Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Terbatas"
"01030120227456","RICEMASTER PLUS 50/10 OD","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227461","SENATE 200 SL","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227464","SONORA 80 OD","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227477","VICENZA 580/50 SC","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227478","VIERI 480 SL","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227480","VORAXOR 250/125 SC","active","2027-10-04","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227480","VORAXOR 250/125 SC","active","2031-01-20","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227486","AMSIONG 276 SL*","active","2027-12-05","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","","Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Terbatas"
"01030120227490","APOYOXONE 138 SL","active","2027-12-05","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","","Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Terbatas"
"01030120227491","ARENDI 20/10 WP","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227495","BAKOCLEAN 480 EC","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227497","BEBALASS 540 SL","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227500","BERSILALANG 559 SL","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227501","BETAFURON 20 WP","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227504","BRAUNXONE GOLD 276 SL","active","2027-12-05","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","","Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Terbatas"
"01030120227506","BUTANIL 275/275 EC","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227507","CALARIS XTRA 25/250 SC","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227509","CHIEF 480 SL","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227514","DEXXONE 138 SL","active","2027-12-05","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","","Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Terbatas"
"01030120227516","E-POST 15 WG","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227518","EVERXONE 135 SL","active","2027-12-05","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","","Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Terbatas"
"01030120227523","GLUFOSSIN 220 SL","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227524","GOLDMINE 30/0.75 DF","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227525","GUANGDIU 13.2/46.8 WG","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227526","HELITOP 255 SL","active","2027-12-05","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","","Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Terbatas"
"01030120227538","IMIN 865 SL","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227539","IMPROVA 33/167 ME","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227542","JAGOQUAT 276 SL*","active","2031-07-16","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","","Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Terbatas"
"01030120227542","JAGOQUAT 288 SL*","active","2027-12-05","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","","Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Terbatas"
"01030120227547","KILL UP NEO 481 SL","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227550","LIMADUALIMA 525 SL","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227551","MAGICXONE 138 SL","active","2027-12-05","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","","Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Terbatas"
"01030120227554","MATENO UP 165 SL","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227561","Novixid 12,5/20 OD","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227562","OMNI-GUARD 670 EC","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227563","OMNI-ZIN 500 SC","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227568","PARAPLUS 135 SL","active","2027-12-05","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","","Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Terbatas"
"01030120227573","PRIMA-SORB 440 SL","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227577","PROXON 200 SL","active","2027-12-05","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","","Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Terbatas"
"01030120227578","QUATIGO 70 WP","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227579","RAVEGA 865 SL","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227581","SHOTPLUS 50/200 EC","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227583","SINOCLEAN 200 SL","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227586","SODAP 480 SL","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227587","STAND UP 240 SL","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227589","STOFF 100/350 EC","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227591","SUPRALON 667 EC","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227594","TRIPLELIMA 555 SL","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227599","VELENO 200/20/40 OD","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227604","WINFLUROXY 288 EC","active","2027-12-05","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227612","ATLANTIK 258 EC","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227614","BASWEED 400 SC","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227616","BENTAGRAM (60/400 SL)","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227618","BESTLANG 480 SL","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227623","BROTOP 276 SL","active","2028-02-08","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","","Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Terbatas"
"01030120227624","BULDOZER 250/70/30 OD","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227634","Demise 60/300 OD","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227636","DROPPING 121 SL","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227644","Fascinate Sync 128/300 EW","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227649","GARLON ULTRA 667.6 EC","active","2028-02-08","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227655","Glifa 480 SL","active","2028-03-06","lebih dari 12 bulan","tidak ada larangan tercatat","false","","","komposisi","",""
"01030120227656","GOLDZONE 276 SL","active","2028-02-08","lebih dari 12 bulan","terbatas","false","pengelolaan tanaman","PARAKUAT DIKLORIDA","komposisi","","Pestisida Sintetik - Permohonan Izin Tetap Baru Kimia Terbatas"
