pemohon,jenis_badan,jumlah_varietas,jumlah_ejaan_digabung,komoditas_utama,komoditas_semua,tahun_pertama,tahun_terakhir,jenis_perizinan_terbanyak
PT Applied Agricultural Resources Indonesia ,PT,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2018,2018,Pelepasan Varietas Tanaman
Pemerintah Kabupaten Lebak Provinsi Banten ,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2018,2018,Pelepasan Varietas Tanaman
"Pemerintah Kabupaten Banggai, Provinsi Sulawesi Tengah",Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2018,2018,Pelepasan Varietas Tanaman
"Pemerintah Kabupaten Kepulauan Selayar, Provinsi Sulawesi Selatan",Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2018,2018,Pelepasan Varietas Tanaman
PT Aliance One Indonesia,PT,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2018,2018,Pelepasan Varietas Tanaman
Hortimart Agro Center,perorangan/lainnya,1,1,Tanaman Buah,Tanaman Buah,2018,2018,Pelepasan Varietas Tanaman
Dinas Pertanian Kabupaten Solok Selatan,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2018,2018,Pelepasan Varietas Tanaman
DRPMI Universitas Padjadjaran,Perguruan tinggi,1,1,Tanaman Sayuran,Tanaman Sayuran,2018,2018,Pelepasan Varietas Tanaman
"Josia Lazuardi, Direktorat Perbenihan Hortikultura",Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2018,2018,Pelepasan Varietas Tanaman
Dinas Pertanian Provinsi Papua Barat,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2018,2018,Pelepasan Varietas Tanaman
Dinas Pertanian Kabupaten Kulonprogo,Pemerintah,1,1,Tanaman Sayuran,Tanaman Sayuran,2018,2018,Pelepasan Varietas Tanaman
Pemerintah Kabupaten Aceh Tamiang,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2017,2017,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Gayo Lues,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2017,2017,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Mempawah,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2017,2017,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Ketapang,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2017,2017,Pendaftaran Varietas Tanaman
Balai Besar Penelitian Tanaman Padi dan BATAN,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2017,2017,Pelepasan Varietas Tanaman
"Pemeritah Kota Sawahlunto, UPTD BPSB Sumbar, dan BPTP Provinsi Sumbar",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2017,2017,Pelepasan Varietas Tanaman
"Pemerintah Kabupaten Lima Puluh Kota UPTD BPSB Sumbar, dan BPTP Provinsi Sumbar",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2017,2017,Pelepasan Varietas Tanaman
"BB Padi, Balitbangtan dan Konsosrsium Penelitian Padi Nasional",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2017,2017,Pelepasan Varietas Tanaman
"Dinas Tanaman Pangan dan Hortikultura Prov. Jabar, BB Padi dan BPTP Jabar",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2017,2017,Pelepasan Varietas Tanaman
"Pemerintah Kabupaten Tanah Datar, UPTD BPSB Sumbar, dan BPTP Sumbar",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2017,2017,Pelepasan Varietas Tanaman
"BPTP Sumbar, BPSBTPH Provinsi Sumbar, Dinas Pertanian Kab. Solok",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2017,2017,Pelepasan Varietas Tanaman
"Pemerintah Kabupaten Agam, UPTD BPSB Sumbar, dan BPTP Provinsi Sumbar",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2017,2017,Pelepasan Varietas Tanaman
"Pemerintah Kabupaten Fakfak, Papua Barat",Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2017,2017,Pelepasan Varietas Tanaman
Pemerintah Kabupaten Lima Puluh Kota dan Balai Penelitian Tanaman Industri dan Penegar (Balittri),Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2017,2017,Pelepasan Varietas Tanaman
PT Sumbawa Bangkit Sejahtera,PT,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2017,2017,Pelepasan Varietas Tanaman
"Pemerintah Kabupaten Tulungagung, Provinsi Jawa Timur",Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2017,2017,Pelepasan Varietas Tanaman
Pemerintah Kabupaten Halmahera,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2017,2017,Pendaftaran Varietas Tanaman
Diperta Kab. Karawang BPSBTPH Prov. Jabar,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2017,2017,Pelepasan Varietas Tanaman
"Pemerintah Kabupaten Indragiri Hilir, Provinsi Riau dengan Balai  Penelitian Tanaman Palma ",Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2017,2017,Pelepasan Varietas Tanaman
"Pemerintah Kabupaten Kerinci, Provinsi Jambi",Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2017,2017,Pelepasan Varietas Tanaman
"Pemerintah Kabupaten Pulau Morotai, Provinsi Maluku Utara",Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2017,2017,Pelepasan Varietas Tanaman
"Dinas Perkebunan Kabupaten Lampung Selatan dengan Balai  Penelitian Tanaman Palma dan IPB
",Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2017,2017,Pelepasan Varietas Tanaman
PT Felda Malaysia (Felda Global Venture),PT,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2017,2017,Pelepasan Varietas Tanaman
CV Gunung Kombeng,CV,1,1,Tanaman Sayuran,Tanaman Sayuran,2017,2017,Pelepasan Varietas Tanaman
PT Maju Makmur Utomo,PT,1,1,Tanaman Buah,Tanaman Buah,2017,2017,Pelepasan Varietas Tanaman
PT Sanitas,PT,1,1,Tanaman Sayuran,Tanaman Sayuran,2017,2017,Pelepasan Varietas Tanaman
PT Perkebunan Nusantara XI (Persero),PT,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2016,2016,Perlindungan Varietas Tanaman
Pemerintah Kabupaten Pangkajene Kepulauan,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2016,2016,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten  Banjarnegara dan Balai Penelitian Tanaman Buah Tropika,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2016,2016,Pelepasan Varietas Tanaman
"DipertaTPH Kabupaten HST, UPTD BPSBPTH Prov. Kalsel & Balitkabi",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2016,2016,Pelepasan Varietas Tanaman
Pemerintah Kabupaten Bener meriah,Pemerintah,1,1,Tanaman Sayuran,Tanaman Sayuran,2016,2016,Pendaftaran Varietas Tanaman
Balai Penelitian Tanaman Rempah & Obat dan Pemerintah Kabupaten Sukabumi ,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2016,2016,Pelepasan Varietas Tanaman
Diperta TPH Prov. Gorontalo bekerjasama dengan Faperta UNG,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2016,2016,Pelepasan Varietas Tanaman
Dinas pertanian Kabupaten Kediri,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2016,2016,Pelepasan Varietas Tanaman
DInas Pertanian Kabupaten Garut,Pemerintah,1,1,Tanaman Sayuran,Tanaman Sayuran,2016,2016,Pelepasan Varietas Tanaman
Dinas Pertanian Tanaman Pangan Kabupaten Tasikmala,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2016,2016,Pelepasan Varietas Tanaman
Dinas Pertanian Kabupaten Magelang,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2016,2016,Pelepasan Varietas Tanaman
Dinas Pertanian TPH Kab Bener Meriah,Pemerintah,1,1,Tanaman Sayuran,Tanaman Sayuran,2016,2016,Pelepasan Varietas Tanaman
"Fakultas Pertanian, Universitas Jenderal Soedirman",Perguruan tinggi,1,1,Tanaman Pangan,Tanaman Pangan,2015,2015,Perlindungan Varietas Tanaman
PTSocfin Indonesia dan PalmElit SAS,perorangan/lainnya,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2015,2015,Perlindungan Varietas Tanaman
Pemerintah Kabupaten Sawahlunto,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2015,2015,Pendaftaran Varietas Tanaman
Pusat Alikasi Isotop dan Radiasi (BATAN),Lembaga riset,1,1,Tanaman Pangan,Tanaman Pangan,2015,2015,Pelepasan Varietas Tanaman
"Pemerintah Kabupaten Sijunjung, UPTD BPSB Prov Sumbar BPTP Sumbar, UPTD BPTPH Prov Sumbar",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2015,2015,Pelepasan Varietas Tanaman
Pemerintah Kabupaten Bengkayang,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2015,2015,Pendaftaran Varietas Tanaman
Global Indonesia,perorangan/lainnya,1,1,Tanaman Pangan,Tanaman Pangan,2015,2015,Pelepasan Varietas Tanaman
"Konsorsium Penelitian Padi Nasional, Balai Besar Litbang Bioteknologi dan SDG pertanian, BB Padi",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2015,2015,Pelepasan Varietas Tanaman
Dinas pertanian Kabupaten Tanggamus,Pemerintah,1,1,Tanaman Flori,Tanaman Flori,2015,2015,Pelepasan Varietas Tanaman
Dinas Kelautan Pertanian dan Ketahanan Pangan DKI,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2015,2015,Pelepasan Varietas Tanaman
Dinas Pertanian Kabupaten Bulukumba,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2015,2015,Pelepasan Varietas Tanaman
Dinas Pertanian Kota Mataram,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2015,2015,Pelepasan Varietas Tanaman
CV BARTAN SEED,CV,1,1,Tanaman Sayuran,Tanaman Sayuran,2015,2015,Pelepasan Varietas Tanaman
Perhimpunan Florikultura Indonesia,perorangan/lainnya,1,1,Tanaman Flori,Tanaman Flori,2015,2015,Pelepasan Varietas Tanaman
DInas Pertanian dan Peternakan Kabupaten Nunukan,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2015,2015,Pelepasan Varietas Tanaman
Dinas Pertanian Kabupaten Kutai Timur,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2015,2015,Pelepasan Varietas Tanaman
Dinas Pertanian Maluku Tenggara Barat,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2015,2015,Pelepasan Varietas Tanaman
UPT PMSB TPH Provinsi Sulteng,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2014,2014,Pelepasan Varietas Tanaman
"BB Padi, Balitbangtan dan Faperta UNSOED",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2014,2014,Pelepasan Varietas Tanaman
PT BISI Internaional,PT,1,1,Tanaman Pangan,Tanaman Pangan,2014,2014,Pelepasan Varietas Tanaman
"Fakultas Pertanian, Universitas Andalas dan konsorsiun Gandum Nasional",Perguruan tinggi,1,1,Tanaman Pangan,Tanaman Pangan,2014,2014,Pelepasan Varietas Tanaman
"PT Wahana Graha Makmur, Balitkabi dan BPTP Sumut",PT,1,1,Tanaman Pangan,Tanaman Pangan,2014,2014,Pelepasan Varietas Tanaman
"Konsorsium Padi Nasional, BB Padi dan LIPI",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2014,2014,Pelepasan Varietas Tanaman
Dinas Pertanian Tanaman Pangan Kab Dompu NTB,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2014,2014,Pelepasan Varietas Tanaman
Pemerintah Kota Tumohon,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2014,2014,Pelepasan Varietas Tanaman
Konsorsium Padi Nasional dan LIPI,Lembaga riset,1,1,Tanaman Pangan,Tanaman Pangan,2014,2014,Pelepasan Varietas Tanaman
"Pemerintah KabupatenPesisir Selatan, UPTD BPSB dan BPTP Sumbar",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2014,2014,Pelepasan Varietas Tanaman
Dinas Pertanian Tanaman Pangan Kabupaten Ciamis,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2014,2014,Pelepasan Varietas Tanaman
Dinas Pertanian Tanaman Pangan dan Hortikultura Pr,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2014,2014,Pelepasan Varietas Tanaman
PT Raja Pilar Utama,PT,1,1,Tanaman Sayuran,Tanaman Sayuran,2013,2013,Pendaftaran Varietas Tanaman
Dr. Sugeng Edi,perorangan/lainnya,1,1,Tanaman Pangan,Tanaman Pangan,2013,2013,Pendaftaran Varietas Tanaman
Pemerintah Kota Lhokseumawe,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2013,2013,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Dompu,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2013,2013,Pendaftaran Varietas Tanaman
"Balitkabi, PT Tudung Putra Putri Jaya, Garudafood",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2013,2013,Pelepasan Varietas Tanaman
"PATIR - BATAN, Balai Penelitian Tanaman Serealia",Lembaga riset,1,1,Tanaman Pangan,Tanaman Pangan,2013,2013,Pelepasan Varietas Tanaman
Pemerintah Kabupaten Pohuwato,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2013,2013,Pendaftaran Varietas Tanaman
Pemerintah Prov. Sulawesi Tengah,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2013,2013,Pelepasan Varietas Tanaman
"Dinas Pertanian, Perkebunan dan Kehutanan Kabupaten Semarang",Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2013,2013,Pelepasan Varietas Tanaman
Dinas Tanaman Pangan dan Hortikultura Kabupaten Muara Enim,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2013,2013,Pelepasan Varietas Tanaman
Prov. Gorontalo ,perorangan/lainnya,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2013,2013,Pelepasan Varietas Tanaman
Pemerintah Kabupaten Kepulauan Maranti-Masyarakat Riau,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2013,2013,Pelepasan Varietas Tanaman
Pemerintah Provinsi Jawa Timur,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2013,2013,Pelepasan Varietas Tanaman
PT Perkebunan Nusantara XI (PTPN XI),PT,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2013,2013,Pelepasan Varietas Tanaman
Pemerintah Kabupaten Tanjabar provinsi Jambi ,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2013,2013,Pelepasan Varietas Tanaman
Pemerintah Kabupaten Tanjung Jabung Barat Prov. Jambi,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2013,2013,Pelepasan Varietas Tanaman
Pemerintah prov. Gorontalo & Balai Penelitian Tanaman Rempah dan Obat,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2013,2013,Pelepasan Varietas Tanaman
Chengdu Sunlight Seed Co. Ltd dan PT Bhakti Putra Sejati,perorangan/lainnya,1,1,Tanaman Pangan,Tanaman Pangan,2013,2013,Pelepasan Varietas Tanaman
"Diperta TPH, BPSBTPH Kalsel",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2013,2013,Pelepasan Varietas Tanaman
"Dinas Pertanian, Perkebunan dan Kehutanan Kabupate",Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2013,2013,Pelepasan Varietas Tanaman
"Dinas Kelautan, Perikanan dan Pertanian Kota Lhokseumawe",Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2013,2013,Pelepasan Varietas Tanaman
"Dinas Pertanian dan Perkebunan Kabupaten Enrekang,",Pemerintah,1,1,Tanaman Sayuran,Tanaman Sayuran,2013,2013,Pelepasan Varietas Tanaman
KT Citra Tani Mandiri,perorangan/lainnya,1,1,Tanaman Sayuran,Tanaman Sayuran,2013,2013,Pelepasan Varietas Tanaman
Dinas Pertanian dan Peternakan Kabupaten Jepara,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2013,2013,Pelepasan Varietas Tanaman
Dinas Tanaman Pangan dan Hortikultura Kabupaten Mu,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2013,2013,Pelepasan Varietas Tanaman
Dinas Pertanian dan Kehutanan Kabupaten Bantul,Pemerintah,1,1,Tanaman Sayuran,Tanaman Sayuran,2013,2013,Pelepasan Varietas Tanaman
Asosiasi Perbenihan Bawang Merah Indonesia,perorangan/lainnya,1,1,Tanaman Sayuran,Tanaman Sayuran,2013,2013,Pelepasan Varietas Tanaman
Balitsereal dan PT Parisona Alam Sejahtera,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2012,2012,Pelepasan Varietas Tanaman
Pemerintah Kabupaten Fakfak,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2012,2012,Pendaftaran Varietas Tanaman
"konsorsium Padi nasional, IPB dan Pemerintah Kabupaten Kapuas, Kalimantan Tengah",Perguruan tinggi,1,1,Tanaman Pangan,Tanaman Pangan,2012,2012,Pelepasan Varietas Tanaman
PTSasaran Ehsan Mekarsari,perorangan/lainnya,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2012,2012,Pelepasan Varietas Tanaman
Pemerintah Provinsi Maluku - Masyarakat Maluku ,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2012,2012,Pelepasan Varietas Tanaman
PTPN XI,perorangan/lainnya,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2012,2012,Pelepasan Varietas Tanaman
"Devgen, NV dan PT SHS (Persero)",perorangan/lainnya,1,1,Tanaman Pangan,Tanaman Pangan,2012,2012,Pelepasan Varietas Tanaman
PT Hubei Seed Provincial  Group Co.Ltd,PT,1,1,Tanaman Pangan,Tanaman Pangan,2012,2012,Pelepasan Varietas Tanaman
"PT Agri Makmur Lestari 
PT DuPont Indonesia",PT,1,1,Tanaman Pangan,Tanaman Pangan,2012,2012,Pelepasan Varietas Tanaman
BB. Padi dan BPTP Sumatera Barat,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2012,2012,Pelepasan Varietas Tanaman
Dinas Pertanian dan Ketahanan Pangan Kabupaten Lebong,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2012,2012,Pelepasan Varietas Tanaman
Dinas Pertanian Kabupaten Grobogan,Pemerintah,1,1,Tanaman Sayuran,Tanaman Sayuran,2012,2012,Pelepasan Varietas Tanaman
Dinas Pertanian Tanaman Pangan dan Hortikultura Ka,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2012,2012,Pelepasan Varietas Tanaman
CV Setia Budi,CV,1,1,Tanaman Buah,Tanaman Buah,2012,2012,Pelepasan Varietas Tanaman
"Pemerintah Kabupaten Kutai Timur, Provinsi Kalimantan Timur",Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2011,2011,Pelepasan Varietas Tanaman
BB Padi dan BATAN,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2011,2011,Pelepasan Varietas Tanaman
BB Padi dan UNRAM,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2011,2011,Pelepasan Varietas Tanaman
BB Padi dan UNSOED,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2011,2011,Pelepasan Varietas Tanaman
"Pemerintah Kota Padang Panjang, UPTD BPSB Sumatera Barat dan BPTP Sumatera Barat",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2011,2011,Pelepasan Varietas Tanaman
PT Bumi Mekar Tani,PT,1,1,Tanaman Pangan,Tanaman Pangan,2010,2010,Perlindungan Varietas Tanaman
Pemerintah Kota Bandar Lampung,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2010,2010,Pendaftaran Varietas Tanaman
Pemerintah Kota Jakarta Barat,Pemerintah,1,1,Tanaman Sayuran,Tanaman Sayuran,2010,2010,Pendaftaran Varietas Tanaman
Pemerintah Kota Padang Panjang,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2010,2010,Pendaftaran Varietas Tanaman
Diperta TPH Kab. Sumedang & UPTD BPSBTPH Prov. Jabar,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2010,2010,Pelepasan Varietas Tanaman
Balitsereal dan PT Biogene Plantation,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2010,2010,Pelepasan Varietas Tanaman
UPTD BPSB Sumbar dan BPTP Sumbar,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2010,2010,Pelepasan Varietas Tanaman
Direksi. PT gudang garam ,perorangan/lainnya,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2010,2010,Pelepasan Varietas Tanaman
"Dinas Perkebunan Provinsi Sulawesi Selatan, BBPPTP Surabaya, P3GI Pasuruan, PG Takalar, PG Camming, dan PG Arasoe Bone ",Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2010,2010,Pelepasan Varietas Tanaman
Pemerintah prov. Maluku Utara & Balittri Sukabumi  ,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2010,2010,Pelepasan Varietas Tanaman
Pemerintah Kabupaten Alor Provinsi Nusa Tenggara Timur & Balittri Sukabumi ,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2010,2010,Pelepasan Varietas Tanaman
PT Dami Oil Palm Research Station (OPRS) Papua News Guinea,PT,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2010,2010,Pelepasan Varietas Tanaman
Himawan,perorangan/lainnya,1,1,Tanaman Flori,Tanaman Flori,2009,2009,Pendaftaran Varietas Tanaman
Better3fruit N.V,perorangan/lainnya,1,1,Tanaman Buah,Tanaman Buah,2009,2009,Perlindungan Varietas Tanaman
Ma-U,perorangan/lainnya,1,1,Tanaman Flori,Tanaman Flori,2009,2009,Pendaftaran Varietas Tanaman
Ayub  S Parnata ,perorangan/lainnya,1,1,Tanaman Flori,Tanaman Flori,2009,2009,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Gianyar,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2009,2009,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Sumba Timur,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2009,2009,Pendaftaran Varietas Tanaman
Pemerintah Kota Pariaman,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2009,2009,Pendaftaran Varietas Tanaman
"Diperta TPH NTT,UPTD BPSB NTT,UNDANA, BPTP NTT",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2009,2009,Pelepasan Varietas Tanaman
Diperta Ketahanan & Nak Kab. Pasaman BRT UPTD BPSB TPH  & BPTP Prov. Sumbar,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2009,2009,Pelepasan Varietas Tanaman
"Pemerintah Kabupaten Halmahera Utara, Provinsi Maluku Utara/Balittro",Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2009,2009,Pelepasan Varietas Tanaman
Pemerintah Provinsi Maluku/BBP2TP Ambon,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2009,2009,Pelepasan Varietas Tanaman
"Pemerintah Kabupaten Gorontalo Prov. Gorontalo, Balitka Manado ",Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2009,2009,Pelepasan Varietas Tanaman
"Pemerintah Kabupaten Boalemo Prov. Gorontalo, Balitka Manado",Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2009,2009,Pelepasan Varietas Tanaman
Balai Besar Penelitian Tanaman Padi dan Balai Pengkajian Teknologi Pertanian Sulawesi Tenggara,Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2009,2009,Pelepasan Varietas Tanaman
"Diperta TPH Prv. NTT, UPTD BPSB NTT, Lemlit Undana, BPTP NTT",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2009,2009,Pelepasan Varietas Tanaman
"Pemerintah Kabupaten Agam, Diperta TPH Kab. Agam, UPTD BPSBTPH dan BPTP Sumatera Barat",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2009,2009,Pelepasan Varietas Tanaman
"Pemerintah Kabupaten 50kota, UPTD BPSBTPH, Diperta Kab. 50kota, BPTP Sumbar",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2009,2009,Pelepasan Varietas Tanaman
"Dinas Pertanian dan Pemerintah Kota Pariaman, Sumatera Barat",Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2009,2009,Pelepasan Varietas Tanaman
"Dinas Pertanian dan Peternakan Kabupaten Barito Kuala, dan Dinas TPH Kalimantan Selatan",Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2009,2009,Pelepasan Varietas Tanaman
"Dinas Tanaman Pangan dan Hortikultura Kabupaten Indragiri Hilir, Riau dan Balai Penelitian Tanaman Buah Solok",Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2009,2009,Pelepasan Varietas Tanaman
Dinas Pertanian dan Ketahanan Pangan Kabupaten Rejang Lebong,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2009,2009,Pelepasan Varietas Tanaman
Dinas Pertanian TPH Kabupaten Kampar,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2009,2009,Pelepasan Varietas Tanaman
Dinas Pertanian Kabupaten Probolinggo,Pemerintah,1,1,Tanaman Sayuran,Tanaman Sayuran,2009,2009,Pelepasan Varietas Tanaman
PT Mekar Unggul Sari,PT,1,1,Tanaman Buah,Tanaman Buah,2009,2009,Pelepasan Varietas Tanaman
Dinas Pertanian Kota Tangerang,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2009,2009,Pelepasan Varietas Tanaman
H. Abdul Jamil ,perorangan/lainnya,1,1,Tanaman Pangan,Tanaman Pangan,2008,2008,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Purwakarta,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2008,2008,Pendaftaran Varietas Tanaman
Pemerintah Kabupaten Malinau,Pemerintah,1,1,Tanaman Buah,Tanaman Buah,2008,2008,Pendaftaran Varietas Tanaman
"BATAN, PT SHS",Lembaga riset,1,1,Tanaman Pangan,Tanaman Pangan,2008,2008,Pelepasan Varietas Tanaman
"Pemerintah Kabupaten Grobogan, BPSB Jateng, Pemerintah Provinsi Jateng",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2008,2008,Pelepasan Varietas Tanaman
"Pemerintah Kabupaten Bireuen, BPTP NAD, UPTD Balai Benih Prov NAD",Pemerintah,1,1,Tanaman Pangan,Tanaman Pangan,2008,2008,Pelepasan Varietas Tanaman
PT Perkebunan Nusantara X (Persero) Surabaya,PT,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2008,2008,Pelepasan Varietas Tanaman
Dinas Pertanian Kabupaten Majalengka,Pemerintah,1,1,Tanaman Sayuran,Tanaman Sayuran,2008,2008,Pelepasan Varietas Tanaman
Pemerintah Kabupaten Karo Sumatera Utara ,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2008,2008,Pelepasan Varietas Tanaman
Pemerintah Kabupaten Alor Provinsi NTT ,Pemerintah,1,1,Tanaman Perkebunan,Tanaman Perkebunan,2008,2008,Pelepasan Varietas Tanaman
